,orig_idx,input,expected_text,Problem type,expected_skills,valid,generated_text,generated_skills
27,495," Sind Sie eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>?"," Sind Sie eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill>erledigen Ihre Aufgaben zuverlässig</SoftSkill>?",MC,"['aufgestellte Persönlichkeit', 'motivierte Persönlichkeit', 'fröhliche Persönlichkeit', 'erledigen Ihre Aufgaben gerne effizient', 'erledigen Ihre Aufgaben zuverlässig']",1,"Sind Sie eine SoftSkill>aufgestellte Persönlichkeit/SoftSkill>, SoftSkill>motivierte Persönlichkeit/SoftSkill> und SoftSkill>fröhliche Persönlichkeit/SoftSkill>, SoftSkill>erledigen Ihre Aufgaben gerne effizient/SoftSkill> und SoftSkill>erledigen Ihre Aufgaben gerne zuverlässig/SoftSkill>?","['aufgestellte Persönlichkeit', 'motivierte Persönlichkeit', 'fröhliche Persönlichkeit', 'erledigen Ihre Aufgaben gerne effizient', 'erledigen Ihre Aufgaben gerne zuverlässig']"
28,256," Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>selbständige Person</SoftSkill> als
Purchase-to-Pay / SAP IM Administrator/in",Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,OWA,"['kommunikative Person', 'selbständige Person']",1,Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine SoftSkill>kommunikative Person/SoftSkill> und SoftSkill>selbständige Person/SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,"['kommunikative Person', 'selbständige Person']"
29,1910," Abgeschlossene Berufslehre als Gärtner/in
Erfahrung in einer vergleichbaren Position von Vorteil
<SoftSkill>Freude an Verkauf</SoftSkill> und <SoftSkill_C>Kundenberatung</SoftSkill_C>
<SoftSkill_C>Engagierte</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill>
<SoftSkill>Ausgeprägte Teamfähigkeit</SoftSkill> und <SoftSkill>Kontaktfreudigkeit</SoftSkill"," Abgeschlossene Berufslehre als Gärtner/in
Erfahrung in einer vergleichbaren Position von Vorteil
<SoftSkill>Freude an Verkauf</SoftSkill> und <SoftSkill>Freude an Kundenberatung</SoftSkill>
<SoftSkill>Engagierte Persönlichkeit</SoftSkill> und <SoftSkill>belastbare Persönlichkeit</SoftSkill>
<SoftSkill>Ausgeprägte Teamfähigkeit</SoftSkill> und <SoftSkill>Kontaktfreudigkeit</SoftSkill>",MDC,"['Freude an Verkauf', 'Freude an Kundenberatung', 'Engagierte Persönlichkeit', 'belastbare Persönlichkeit', 'Ausgeprägte Teamfähigkeit', 'Kontaktfreudigkeit']",1,Abgeschlossene Berufslehre als Gärtner/in Erfahrung in einer vergleichbaren Position von Vorteil SoftSkill>Freude an Verkauf/SoftSkill> und SoftSkill>Freude an Kundenberatung/SoftSkill> SoftSkill>Engagierte Persönlichkeit/SoftSkill> und SoftSkill>belastbare Persönlichkeit/SoftSkill> SoftSkill>Ausgeprägte Teamfähigkeit/SoftSkill> und SoftSkill>Kontaktfreudigkeit/SoftSkill>,"['Freude an Verkauf', 'Freude an Kundenberatung', 'Engagierte Persönlichkeit', 'belastbare Persönlichkeit', 'Ausgeprägte Teamfähigkeit', 'Kontaktfreudigkeit']"
30,254,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,HOWA,"['motiviert eine neue Führungsaufgabe zu übernehmen', 'hohe Sozialkompetenz', 'Methodenkompetenz']",1,Sie sind SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen/SoftSkill> und bringen eine SoftSkill>hohe Sozialkompetenz/SoftSkill> und SoftSkill>Methodenkompetenz/SoftSkill> mit.,"['motiviert eine neue Führungsaufgabe zu übernehmen', 'hohe Sozialkompetenz', 'Methodenkompetenz']"
31,1857," Für diese verantwortungsvolle Herausforderung wenden wir uns an <SoftSkill_C>erfahrene</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>abschlussstarke Verkaufspersönlichkeiten</SoftSkill> mit nachweisbarem Erfolg im aktiven Aussendienst in der Bau- oder Baunebenbranche."," Für diese verantwortungsvolle Herausforderung wenden wir uns an <SoftSkill>erfahrene Verkaufspersönlichkeiten</SoftSkill>, <SoftSkill>strukturierte Verkaufspersönlichkeiten</SoftSkill> und <SoftSkill>abschlussstarke Verkaufspersönlichkeiten</SoftSkill> mit nachweisbarem Erfolg im aktiven Aussendienst in der Bau- oder Baunebenbranche.",MC,"['erfahrene Verkaufspersönlichkeiten', 'strukturierte Verkaufspersönlichkeiten', 'abschlussstarke Verkaufspersönlichkeiten']",1,"Für diese verantwortungsvolle Herausforderung wenden wir uns an SoftSkill>erfahrene Verkaufspersönlichkeiten/SoftSkill>, SoftSkill>strukturierte Verkaufspersönlichkeiten/SoftSkill> und SoftSkill>abschlussstarke Verkaufspersönlichkeiten/SoftSkill> mit nachweisbarem Erfolg im aktiven Aussendienst in der Bau- oder Baunebenbranche.","['erfahrene Verkaufspersönlichkeiten', 'strukturierte Verkaufspersönlichkeiten', 'abschlussstarke Verkaufspersönlichkeiten']"
32,382," Mit <SoftSkill>unternehmerischem Weitblick</SoftSkill> pflegen Sie eine <SoftSkill_C>erfolgsorientierte</SoftSkill_C> und <SoftSkill>pro-aktive Arbeitsweise</SoftSkill> und sind <SoftSkill>pflichtbewusst</SoftSkill>, <SoftSkill>selbstständig</SoftSkill> und <SoftSkill>verantwortungsvoll</SoftSkill>."," Mit <SoftSkill>unternehmerischem Weitblick</SoftSkill> pflegen Sie eine <SoftSkill>erfolgsorientierte Arbeitsweise</SoftSkill> und <SoftSkill>pro-aktive Arbeitsweise</SoftSkill> und sind <SoftSkill>pflichtbewusst</SoftSkill>, <SoftSkill>selbstständig</SoftSkill> und <SoftSkill>verantwortungsvoll</SoftSkill>.",OWA,"['unternehmerischem Weitblick', 'erfolgsorientierte Arbeitsweise', 'pro-aktive Arbeitsweise', 'pflichtbewusst', 'selbstständig', 'verantwortungsvoll']",1,"Mit SoftSkill>unternehmerischem Weitblick/SoftSkill> pflegen Sie eine SoftSkill>erfolgsorientierte Arbeitsweise/SoftSkill> und SoftSkill>pro-aktive Arbeitsweise/SoftSkill> und sind SoftSkill>pflichtbewusst/SoftSkill>, SoftSkill>selbstständig/SoftSkill> und SoftSkill>verantwortungsvoll/SoftSkill>.","['unternehmerischem Weitblick', 'erfolgsorientierte Arbeitsweise', 'pro-aktive Arbeitsweise', 'pflichtbewusst', 'selbstständig', 'verantwortungsvoll']"
33,210," Ihre
<SoftSkill>Freude an Zahlen</SoftSkill> und an <SoftSkill_C>Verkaufstätigkeiten</SoftSkill_C> machen
Sie zum <SoftSkill_C>versierten</SoftSkill_C>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>."," Ihre <SoftSkill>Freude an Zahlen</SoftSkill> und <SoftSkill>Freude an Verkaufstätigkeiten</SoftSkill> machen Sie zum <SoftSkill>versierten Machertyp</SoftSkill>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>.",MDC,"['Freude an Zahlen', 'Freude an Verkaufstätigkeiten', 'versierten Machertyp', 'kundenorientierten Machertyp']",1,"Ihre SoftSkill>Freude an Zahlen/SoftSkill> und SoftSkill>Freude an Verkaufstätigkeiten/SoftSkill> machen Sie zum SoftSkill>versierten Machertyp/SoftSkill>, SoftSkill>kundenorientierten Machertyp/SoftSkill>.","['Freude an Zahlen', 'Freude an Verkaufstätigkeiten', 'versierten Machertyp', 'kundenorientierten Machertyp']"
34,220," <SoftSkill_C>Analytisches</SoftSkill_C>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen."," <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen.",OWA,"['Analytisches Denken', 'konzeptionelles Denken', 'sehr gute Kommunikationseigenschaften']",1,"SoftSkill>Analytisches Denken/SoftSkill>, SoftSkill>konzeptionelles Denken/SoftSkill> sowie SoftSkill>sehr gute Kommunikationseigenschaften/SoftSkill> gehören zu Ihren Kernkompetenzen.","['Analytisches Denken', 'konzeptionelles Denken', 'sehr gute Kommunikationseigenschaften']"
35,561," Abgeschlossene mechanische Grundausbildung
Mehrjährige Berufserfahrung im mechanischen Bereich, vorzugsweise in einem Produktionsbetrieb
<SoftSkill>Schichtbereitschaft</SoftSkill>
<SoftSkill_C>Durchsetzungs-</SoftSkill_C> und <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill>
<SoftSkill_C>Flexible</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill","  Abgeschlossene mechanische Grundausbildung
Mehrjährige Berufserfahrung im mechanischen Bereich, vorzugsweise in einem Produktionsbetrieb
<SoftSkill>Schichtbereitschaft</SoftSkill>
<SoftSkill>Durchsetzungsstarke Persönlichkeit</SoftSkill> und <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill>
<SoftSkill>Flexible Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>",HMDC,"['Schichtbereitschaft', 'Durchsetzungsstarke Persönlichkeit', 'organisationsstarke Persönlichkeit', 'Flexible Arbeitsweise', 'zuverlässige Arbeitsweise', 'selbständige Arbeitsweise']",1,"Abgeschlossene mechanische Grundausbildung Mehrjährige Berufserfahrung im mechanischen Bereich, vorzugsweise in einem Produktionsbetrieb SoftSkill>Schichtbereitschaft/SoftSkill> SoftSkill>Durchsetzungsstarke Persönlichkeit/SoftSkill> und SoftSkill>organisationsstarke Persönlichkeit/SoftSkill> SoftSkill>Flexible Arbeitsweise/SoftSkill>, SoftSkill>zuverlässige Arbeitsweise/SoftSkill> und SoftSkill>selbständige Arbeitsweise/SoftSkill>","['Schichtbereitschaft', 'Durchsetzungsstarke Persönlichkeit', 'organisationsstarke Persönlichkeit', 'Flexible Arbeitsweise', 'zuverlässige Arbeitsweise', 'selbständige Arbeitsweise']"
36,361,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill_C>selbstständiges</SoftSkill_C> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein.,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein.,MWA,"['hohes Mass an Flexibilität', 'Anpassungsfähigkeit', 'selbstständiges Arbeiten gewohnt', 'exaktes Arbeiten gewohnt']",1,Sie sollten über ein SoftSkill>hohes Mass an Flexibilität/SoftSkill> und SoftSkill>Anpassungsfähigkeit/SoftSkill> verfügen und sich SoftSkill>selbstständiges Arbeiten gewohnt/SoftSkill> und SoftSkill>exaktes Arbeiten gewohnt/SoftSkill> sein.,"['hohes Mass an Flexibilität', 'Anpassungsfähigkeit', 'selbstständiges Arbeiten gewohnt', 'exaktes Arbeiten gewohnt']"
37,599," Sie sind es gewohnt, <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill>speditiv zu arbeiten</SoftSkill>."," Sie sind es gewohnt, <SoftSkill>selbstständig zu arbeiten</SoftSkill>, <SoftSkill>exakt zu arbeiten</SoftSkill> und <SoftSkill>speditiv zu arbeiten</SoftSkill>.",MC,"['selbstständig zu arbeiten', 'exakt zu arbeiten', 'speditiv zu arbeiten']",1,"Sie sind es gewohnt, SoftSkill>selbstständig zu arbeiten/SoftSkill>, SoftSkill>exakt zu arbeiten/SoftSkill> und SoftSkill>speditiv zu arbeiten/SoftSkill>.","['selbstständig zu arbeiten', 'exakt zu arbeiten', 'speditiv zu arbeiten']"
38,99,•  <SoftSkill_C>Freude</SoftSkill_C> sowie <SoftSkill>Affinität zu Holz</SoftSkill> und Holzwerkstoffen für den Hausund Innenausbau,• <SoftSkill>Freude an Holz und Holzwerkstoffen</SoftSkill> sowie <SoftSkill>Affinität zu Holz und Holzwerkstoffen</SoftSkill> für den Haus- und Innenausbau,MDC,"['Freude an Holz und Holzwerkstoffen', 'Affinität zu Holz und Holzwerkstoffen']",1,SoftSkill>Freude zu Holz/SoftSkill> sowie SoftSkill>Affinität zu Holz/SoftSkill> und Holzwerkstoffen für den Hausund Innenausbau,"['Freude zu Holz', 'Affinität zu Holz']"
39,1061," <SoftSkill_C>Bereichsübergreifende</SoftSkill_C> und <SoftSkill>konstruktive Teamarbeit macht Ihnen Spass</SoftSkill>, Sie sind <SoftSkill>selbstständig</SoftSkill> und <SoftSkill>können sich im richtigen Moment durchsetzen</SoftSkill>."," <SoftSkill>Bereichsübergreifende Teamarbeit macht Ihnen Spass</SoftSkill> und <SoftSkill>konstruktive Teamarbeit macht Ihnen Spass</SoftSkill>, Sie sind <SoftSkill>selbstständig</SoftSkill> und <SoftSkill>können sich im richtigen Moment durchsetzen</SoftSkill>.",MWA,"['Bereichsübergreifende Teamarbeit macht Ihnen Spass', 'konstruktive Teamarbeit macht Ihnen Spass', 'selbstständig', 'können sich im richtigen Moment durchsetzen']",1,"SoftSkill>Bereichsübergreifende Teamarbeit macht Ihnen Spass/SoftSkill> und SoftSkill>konstruktive Teamarbeit macht Ihnen Spass/SoftSkill>, Sie sind SoftSkill>selbstständig/SoftSkill> und SoftSkill>können sich im richtigen Moment durchsetzen/SoftSkill>.","['Bereichsübergreifende Teamarbeit macht Ihnen Spass', 'konstruktive Teamarbeit macht Ihnen Spass', 'selbstständig', 'können sich im richtigen Moment durchsetzen']"
40,1552," Eine <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>zielorientierte Vorgehensweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C>, gepaart mit <SoftSkill>ausgesprochener Umsetzungsnähe</SoftSkill>, zeichnen Sie aus."," Eine <SoftSkill>strukturierte Vorgehensweise</SoftSkill> und <SoftSkill>zielorientierte Vorgehensweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, gepaart mit <SoftSkill>ausgesprochener Umsetzungsnähe</SoftSkill>, zeichnen Sie aus.",OWA,"['strukturierte Vorgehensweise', 'zielorientierte Vorgehensweise', 'unternehmerisches Denken', 'unternehmerisches Handeln', 'ausgesprochener Umsetzungsnähe']",1,"Eine SoftSkill>strukturierte Vorgehensweise/SoftSkill> und SoftSkill>zielorientierte Vorgehensweise/SoftSkill> sowie SoftSkill>unternehmerisches Denken/SoftSkill> und SoftSkill>unternehmerisches Handeln/SoftSkill>, gepaart mit SoftSkill>ausgesprochener Umsetzungsnähe/SoftSkill>, zeichnen Sie aus.","['strukturierte Vorgehensweise', 'zielorientierte Vorgehensweise', 'unternehmerisches Denken', 'unternehmerisches Handeln', 'ausgesprochener Umsetzungsnähe']"
41,926," Sie sind sich <SoftSkill>gewohnt vernetzt zu denken</SoftSkill>, <SoftSkill_C>Probleme zu analysieren</SoftSkill_C> und zu <SoftSkill_C>lösen</SoftSkill_C>."," Sie sind sich <SoftSkill>gewohnt vernetzt zu denken</SoftSkill>, <SoftSkill>gewohnt Probleme zu analysieren</SoftSkill> und <SoftSkill>gewohnt Probleme zu lösen</SoftSkill>.",MC,"['gewohnt vernetzt zu denken', 'gewohnt Probleme zu analysieren', 'gewohnt Probleme zu lösen']",1,"Sie sind sich SoftSkill>gewohnt vernetzt zu denken/SoftSkill>, SoftSkill>Probleme zu analysieren/SoftSkill> und SoftSkill>Probleme zu lösen/SoftSkill>.","['gewohnt vernetzt zu denken', 'Probleme zu analysieren', 'Probleme zu lösen']"
43,798,•  <SoftSkill>gutes Verständnis im Umgang mit Zahlen</SoftSkill> und <SoftSkill_C>Sprachen</SoftSkill_C>,<SoftSkill>gutes Verständnis im Umgang mit Zahlen</SoftSkill> und <SoftSkill>gutes Verständnis im Umgang mit Sprachen</SoftSkill>.,MWA,"['gutes Verständnis im Umgang mit Zahlen', 'gutes Verständnis im Umgang mit Sprachen']",1,SoftSkill>gutes Verständnis im Umgang mit Zahlen/SoftSkill> und SoftSkill>gutes Verständnis im Umgang mit Sprachen/SoftSkill>.,"['gutes Verständnis im Umgang mit Zahlen', 'gutes Verständnis im Umgang mit Sprachen']"
45,1489," Als <SoftSkill>Macher</SoftSkill> <SoftSkill>erledigen Sie Ihre Aufgaben strukturiert, qualitätsbewusst</SoftSkill>, <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>effektiv</SoftSkill_C> und können mit den Kunden eine vertrauensvolle Zusammenarbeit aufbauen und pflegen."," Als <SoftSkill>Macher</SoftSkill> <SoftSkill>erledigen Sie Ihre Aufgaben strukturiert, qualitätsbewusst</SoftSkill>, <SoftSkill>erledigen Sie Ihre Aufgaben selbstständig</SoftSkill>, <SoftSkill>erledigen Sie Ihre Aufgaben effektiv</SoftSkill> und können mit den Kunden eine vertrauensvolle Zusammenarbeit aufbauen und pflegen.",MC,"['Macher', 'erledigen Sie Ihre Aufgaben strukturiert, qualitätsbewusst', 'erledigen Sie Ihre Aufgaben selbstständig', 'erledigen Sie Ihre Aufgaben effektiv']",1,"Als SoftSkill>Macher/SoftSkill> SoftSkill>erledigen Sie Ihre Aufgaben strukturiert, qualitätsbewusst/SoftSkill>, SoftSkill>erledigen Sie Ihre Aufgaben selbstständig/SoftSkill>, SoftSkill>erledigen Sie Ihre Aufgaben effektiv/SoftSkill> und können mit den Kunden eine vertrauensvolle Zusammenarbeit aufbauen und pflegen.","['Macher', 'erledigen Sie Ihre Aufgaben strukturiert, qualitätsbewusst', 'erledigen Sie Ihre Aufgaben selbstständig', 'erledigen Sie Ihre Aufgaben effektiv']"
46,1458,Sie <SoftSkill>können mit herausfordernden und komplexen Betreuungssituationen umgehen</SoftSkill> und <SoftSkill>arbeiten gerne lösungsorientiert</SoftSkill> und <SoftSkill_C>eigenverantwortlich</SoftSkill_C>,Sie <SoftSkill>können mit herausfordernden und komplexen Betreuungssituationen umgehen</SoftSkill> und <SoftSkill>arbeiten gerne lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne eigenverantwortlich</SoftSkill>.,MWA,"['können mit herausfordernden und komplexen Betreuungssituationen umgehen', 'arbeiten gerne lösungsorientiert', 'arbeiten gerne eigenverantwortlich']",1,Sie SoftSkill>können mit herausfordernden und komplexen Betreuungssituationen umgehen/SoftSkill> und SoftSkill>arbeiten gerne lösungsorientiert/SoftSkill> und SoftSkill>arbeiten gerne eigenverantwortlich/SoftSkill>.,"['können mit herausfordernden und komplexen Betreuungssituationen umgehen', 'arbeiten gerne lösungsorientiert', 'arbeiten gerne eigenverantwortlich']"
47,1491," Ihre <SoftSkill_C>ausgeprägten organisatorischen</SoftSkill_C>, <SoftSkill_C>konzeptionellen</SoftSkill_C> und <SoftSkill>strukturellen Fähigkeiten</SoftSkill> zeichnen Sie aus und Sie verstehen es, konstruktiv auf die Anliegen von Dozierenden und Studierenden einzugehen."," Ihre <SoftSkill>ausgeprägten organisatorischen Fähigkeiten</SoftSkill>, <SoftSkill>konzeptionellen Fähigkeiten</SoftSkill> und <SoftSkill>strukturellen Fähigkeiten</SoftSkill> zeichnen Sie aus und Sie verstehen es, konstruktiv auf die Anliegen von Dozierenden und Studierenden einzugehen.",MC,"['ausgeprägten organisatorischen Fähigkeiten', 'konzeptionellen Fähigkeiten', 'strukturellen Fähigkeiten']",1,"Ihre SoftSkill>ausgeprägten organisatorischen Fähigkeiten/SoftSkill>, SoftSkill>konzeptionellen Fähigkeiten/SoftSkill> und SoftSkill>strukturellen Fähigkeiten/SoftSkill> zeichnen Sie aus und Sie verstehen es, konstruktiv auf die Anliegen von Dozierenden und Studierenden einzugehen.","['ausgeprägten organisatorischen Fähigkeiten', 'konzeptionellen Fähigkeiten', 'strukturellen Fähigkeiten']"
48,1124,•  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Freude an der Schulentwicklung mitzuarbeiten</SoftSkill,<SoftSkill>Interesse an der Schulentwicklung mitzuarbeiten</SoftSkill> und <SoftSkill>Freude an der Schulentwicklung mitzuarbeiten</SoftSkill>,MWA,"['Interesse an der Schulentwicklung mitzuarbeiten', 'Freude an der Schulentwicklung mitzuarbeiten']",1,SoftSkill>Interesse an der Schulentwicklung mitzuarbeiten/SoftSkill> und SoftSkill>Freude an der Schulentwicklung mitzuarbeiten/SoftSkill>,"['Interesse an der Schulentwicklung mitzuarbeiten', 'Freude an der Schulentwicklung mitzuarbeiten']"
49,1200," Sie <SoftSkill>arbeiten zielgerichtet</SoftSkill>, <SoftSkill_C>lösungsorientiert</SoftSkill_C> und bringen eine <SoftSkill_C>hohe Anpassungs-</SoftSkill_C> sowie <SoftSkill>Lernbereitschaft für neue Technologien</SoftSkill> mit."," Sie <SoftSkill>arbeiten zielgerichtet</SoftSkill>, <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und bringen eine <SoftSkill>hohe Anpassungsbereitschaft für neue Technologien</SoftSkill> sowie <SoftSkill>Lernbereitschaft für neue Technologien</SoftSkill> mit.",HMDC,"['arbeiten zielgerichtet', 'arbeiten lösungsorientiert', 'hohe Anpassungsbereitschaft für neue Technologien', 'Lernbereitschaft für neue Technologien']",1,"Sie SoftSkill>arbeiten zielgerichtet/SoftSkill>, SoftSkill>arbeiten lösungsorientiert/SoftSkill> und bringen eine SoftSkill>hohe Anpassungsbereitschaft für neue Technologien/SoftSkill> sowie SoftSkill>Lernbereitschaft für neue Technologien/SoftSkill> mit.","['arbeiten zielgerichtet', 'arbeiten lösungsorientiert', 'hohe Anpassungsbereitschaft für neue Technologien', 'Lernbereitschaft für neue Technologien']"
50,1262,•  <SoftSkill>Hohe Sales-Affinität</SoftSkill> verbunden mit <SoftSkill_C>ausgeprägter Kunden-</SoftSkill_C> und <SoftSkill>Serviceorientierung</SoftSkill,• <SoftSkill>Hohe Sales-Affinität</SoftSkill> verbunden mit <SoftSkill>ausgeprägter Kundenorientierung</SoftSkill> und <SoftSkill>Serviceorientierung</SoftSkill>,HOWA,"['Hohe Sales-Affinität', 'ausgeprägter Kundenorientierung', 'Serviceorientierung']",1,• SoftSkill>Hohe Sales-Affinität/SoftSkill> verbunden mit SoftSkill>ausgeprägter Kundenorientierung/SoftSkill> und SoftSkill>Serviceorientierung/SoftSkill>,"['Hohe Sales-Affinität', 'ausgeprägter Kundenorientierung', 'Serviceorientierung']"
51,693," Im Rahmen des weiteren Ausbaus der diversen Engineering-Abteilungen suchen wir <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>ambitionierte Projektingenieure</SoftSkill> sowie Projektmanager-Persönlichkeiten:
Senior Prozessingenieur/in – Labor"," Im Rahmen des weiteren Ausbaus der diversen Engineering-Abteilungen suchen wir <SoftSkill>dynamische Projektingenieure</SoftSkill> und <SoftSkill>ambitionierte Projektingenieure</SoftSkill> sowie Projektmanager-Persönlichkeiten:
Senior Prozessingenieur/in – Labor",OWA,"['dynamische Projektingenieure', 'ambitionierte Projektingenieure']",1,Im Rahmen des weiteren Ausbaus der diversen Engineering-Abteilungen suchen wir SoftSkill>dynamische Projektingenieure/SoftSkill> und SoftSkill>ambitionierte Projektingenieure/SoftSkill> sowie Projektmanager-Persönlichkeiten: Senior Prozessingenieur/in – Labor,"['dynamische Projektingenieure', 'ambitionierte Projektingenieure']"
52,1376," Wir wenden uns an eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> wie auch <SoftSkill>flexible
Persönlichkeit</SoftSkill> mit <SoftSkill>guten organisatorischen Fähigkeiten</SoftSkill>."," Wir wenden uns an eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> wie auch <SoftSkill>flexible Persönlichkeit</SoftSkill> mit <SoftSkill>guten organisatorischen Fähigkeiten</SoftSkill>.",MC,"['belastbare Persönlichkeit', 'selbständige Persönlichkeit', 'flexible Persönlichkeit', 'guten organisatorischen Fähigkeiten']",1,"Wir wenden uns an eine SoftSkill>belastbare Persönlichkeit/SoftSkill>, SoftSkill>selbständige Persönlichkeit/SoftSkill> wie auch SoftSkill>flexible Persönlichkeit/SoftSkill> mit SoftSkill>guten organisatorischen Fähigkeiten/SoftSkill>.","['belastbare Persönlichkeit', 'selbständige Persönlichkeit', 'flexible Persönlichkeit', 'guten organisatorischen Fähigkeiten']"
53,1759," das gut organisierte kmu freut sich auf eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>organisationsstarke</SoftSkill_C> und <SoftSkill>durchsetzungsfähige persönlichkeit</SoftSkill>!"," das gut organisierte kmu freut sich auf eine <SoftSkill>kommunikative persönlichkeit</SoftSkill>, <SoftSkill>organisationsstarke persönlichkeit</SoftSkill> und <SoftSkill>durchsetzungsfähige persönlichkeit</SoftSkill>!",MC,"['kommunikative persönlichkeit', 'organisationsstarke persönlichkeit', 'durchsetzungsfähige persönlichkeit']",1,"das gut organisierte kmu freut sich auf eine SoftSkill>kommunikative persönlichkeit/SoftSkill>, SoftSkill>organisationsstarke persönlichkeit/SoftSkill> und SoftSkill>durchsetzungsfähige persönlichkeit/SoftSkill>!","['kommunikative persönlichkeit', 'organisationsstarke persönlichkeit', 'durchsetzungsfähige persönlichkeit']"
