idx,input,expected_text,generated_text,input_skills_C,expected_skills_C,generated_skills_C,num_skills_C,num_gen_skills_C,percent_skills_match_C,num_skills_match_C,rouge_scores_skill_C,bleu_scores_skill_C,rouge1_avg_skill_C,rouge2_avg_skill_C,rougeL_avg_skill_C,bleu_avg_skill_C,levenshtein_skill_C,mismatched_ALL,Problem type
342," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill_C>strategisch</SoftSkill_C> und <SoftSkill_C>konsequent</SoftSkill_C>? ->"," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill>beraten Sie strategisch</SoftSkill> und <SoftSkill>beraten Sie konsequent</SoftSkill>?"," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill>beraten Sie strategisch</SoftSkill> und <SoftSkill>beraten Sie konsequent</SoftSkill>?","['strategisch', 'konsequent']","['beraten Sie strategisch', 'beraten Sie konsequent']","['Beraten Sie lösungsorientiert', 'beraten Sie strategisch']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}}], [{'rouge-1': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}, 'rouge-2': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}}]]","[0.3935937912259625, 0.5141403177332434]",0.4999999950000001,0.24999999750000004,0.4999999950000001,0.45386705447960296,25,False,MWA
343," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und zu <SoftSkill_C>pflegen</SoftSkill_C>. ->"," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und ein <SoftSkill>Talent dafür, Netzwerke zu pflegen</SoftSkill>."," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und ein <SoftSkill>Talent dafür, Netzwerke zu pflegen</SoftSkill>.",['pflegen'],"['Talent dafür, Netzwerke zu pflegen']",['schätzen den Kontakt mit unterschiedlichsten Menschen'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[7.168557053617143e-155],0.0,0.0,0.0,7.168557053617143e-155,42,False,MWA
344,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill_C>lösungsorientiert</SoftSkill_C>. ->,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill>agieren lösungsorientiert</SoftSkill>.,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill>agieren lösungsorientiert</SoftSkill>.,['lösungsorientiert'],['agieren lösungsorientiert'],['erkennen Notfallsituationen frühzeitig'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[2.6065224943907424e-78],0.0,0.0,0.0,2.6065224943907424e-78,27,False,OWA
345," Sie sind ein <SoftSkill_C>motivierter</SoftSkill_C>, <SoftSkill_C>offener</SoftSkill_C> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>! ->","  Sie sind ein <SoftSkill>motivierter Teammensch</SoftSkill>, <SoftSkill>offener Teammensch</SoftSkill> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>!","  Sie sind ein <SoftSkill>motivierter Teammensch</SoftSkill>, <SoftSkill>offener Teammensch</SoftSkill> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>!","['motivierter', 'offener']","['motivierter Teammensch', 'offener Teammensch']","['motivierter Teammensch', 'offener Teammensch']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
346," •  <SoftSkill_C>Exaktes</SoftSkill_C>, <SoftSkill>selbständiges Arbeiten</SoftSkill> ->"," • <SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill>"," • <SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill>",['Exaktes'],['Exaktes Arbeiten'],['Exaktes Arbeiten'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
347," Eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung. ->"," Eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung."," Eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung.",['hohe Sozial-'],['hohe Sozialkompetenz'],['hohe Sozialkompetenz'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
348," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill_C>Entscheidungs-</SoftSkill_C> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit. ->"," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit."," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit.",['Entscheidungs-'],['Entscheidungsfähigkeit'],['hohe Eigenmotivation'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[6.903037066096014e-155],0.0,0.0,0.0,6.903037066096014e-155,19,False,HOWA
349," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill_C>selbständiger</SoftSkill_C> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>. ->"," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>selbständiger Arbeitsweise</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>."," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>selbständiger Arbeitsweise</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>.",['selbständiger'],['selbständiger Arbeitsweise'],['hohem Verantwortungsbewusstsein'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[8.707779384020966e-155],0.0,0.0,0.0,8.707779384020966e-155,25,False,OWA
350," Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill_C>Präsentieren</SoftSkill_C>. ->","  Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill>gewandt im Präsentieren</SoftSkill>.","  Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill>gewandt im Präsentieren</SoftSkill>.",['Präsentieren'],['gewandt im Präsentieren'],['ausgeprägtes gestalterisches Flair'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[6.783976124851207e-155],0.0,0.0,0.0,6.783976124851207e-155,27,False,MWA
351," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill_C>Planungs-</SoftSkill_C> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill_C>Gute Problemlösungs-</SoftSkill_C> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill> ->"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill>Planungsmethodische Fähigkeiten</SoftSkill> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill>Gute Problemlösungstechniken</SoftSkill> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill>"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill>Planungsmethodische Fähigkeiten</SoftSkill> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill>Gute Problemlösungstechniken</SoftSkill> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill>","['Planungs-', 'Gute Problemlösungs-']","['Planungsmethodische Fähigkeiten', 'Gute Problemlösungstechniken']","['Planungsmethodische Fähigkeiten', 'organisationsmethodische Fähigkeiten']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[1.0, 8.286571670851008e-155]",0.4999999975,0.4999999975,0.4999999975,0.5,29,False,HMDC
352," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill_C>Führungs-</SoftSkill_C> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>. ->"," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>."," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>.",['Führungs-'],['Führungsgeschick'],['Leistungsfähigkeit'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[0.1816725573641283],0.0,0.0,0.0,0.1816725573641283,13,False,HOWA
353," Wenn Sie es weiter gewohnt sind, <SoftSkill_C>projekt-</SoftSkill_C> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran. ->"," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran."," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran.",['projekt-'],['projektorientiert (c) vorzugehen'],['projektorientiert (c) vorzugehen'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,
354,•  <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Improvisationsgeschick</SoftSkill> ->,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,['Organisations-'],['Organisationsgeschick'],['Organisationsgeschick'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.0,0.999999995,1.0,0,False,HOWA
355," •  <SoftSkill_C>Zuverlässig</SoftSkill_C>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill> ->"," • <SoftSkill>Zuverlässig arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>exakt arbeitende Persönlichkeit</SoftSkill> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>"," • <SoftSkill>Zuverlässig arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>exakt arbeitende Persönlichkeit</SoftSkill> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>","['Zuverlässig', 'exakt']","['Zuverlässig arbeitende Persönlichkeit', 'exakt arbeitende Persönlichkeit']","['Zuverlässig arbeitende Persönlichkeit', 'exakt arbeitende Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC/MWA
356,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill>.,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill>.,['effizient'],['arbeiten effizient'],['arbeiten lösungsorientiert'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}]]",[0.4125656013737127],0.4999999950000001,0.0,0.4999999950000001,0.4125656013737127,13,False,OWA
357," Ihre Tätigkeit beinhaltet eine rege telefonische und <SoftSkill_C>schriftliche</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Kommunikation</SoftSkill> in Deutsch und Französisch, falls möglich auch in Italienisch. ->"," Ihre Tätigkeit beinhaltet eine rege telefonische und <SoftSkill>schriftliche Kommunikation</SoftSkill> und <SoftSkill>dienstleistungsorientierte Kommunikation</SoftSkill> in Deutsch und Französisch, falls möglich auch in Italienisch."," Ihre Tätigkeit beinhaltet eine rege telefonische und <SoftSkill>schriftliche Kommunikation</SoftSkill> und <SoftSkill>dienstleistungsorientierte Kommunikation</SoftSkill> in Deutsch und Französisch, falls möglich auch in Italienisch.",['schriftliche'],['schriftliche Kommunikation'],['schriftliche Kommunikation'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
358," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre <SoftSkill_C>fachlichen</SoftSkill_C> und <SoftSkill>menschlichen Qualitäten</SoftSkill> voll einbringen können. ->"," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre <SoftSkill>fachlichen Qualitäten</SoftSkill> und <SoftSkill>menschlichen Qualitäten</SoftSkill> voll einbringen können."," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre <SoftSkill>fachlichen Qualitäten</SoftSkill> und <SoftSkill>menschlichen Qualitäten</SoftSkill> voll einbringen können.",['fachlichen'],['fachlichen Qualitäten'],['fachlichen Qualitäten'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
359,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>. ->,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>.,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>.,['selbständige'],['selbständige Persönlichkeit'],['selbständige Persönlichkeit'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
360," Ihr <SoftSkill>Sinn für Kommunikation</SoftSkill> und Ihr <SoftSkill>offenes Ohr</SoftSkill> erlauben Ihnen, ein <SoftSkill>Team zu führen</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Ihr <SoftSkill>Sinn für Kommunikation</SoftSkill> und Ihr <SoftSkill>offenes Ohr</SoftSkill> erlauben Ihnen, ein <SoftSkill>Team zu führen</SoftSkill> und <SoftSkill>ein Team zu motivieren</SoftSkill>."," Ihr <SoftSkill>Sinn für Kommunikation</SoftSkill> und Ihr <SoftSkill>offenes Ohr</SoftSkill> erlauben Ihnen, ein <SoftSkill>Team zu führen</SoftSkill> und <SoftSkill>ein Team zu motivieren</SoftSkill>.",['motivieren'],['ein Team zu motivieren'],['Sinn für Kommunikation'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[8.190757052088229e-155],0.0,0.0,0.0,8.190757052088229e-155,16,False,MWA
361,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill_C>selbstständiges</SoftSkill_C> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein. ->,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein.,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein.,['selbstständiges'],['selbstständiges Arbeiten gewohnt'],['hohes Mass an Flexibilität'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[2.75729477398935e-78],0.0,0.0,0.0,2.75729477398935e-78,27,False,MWA
362," <SoftSkill>Freude an der Metallbearbeitung von Hand</SoftSkill> und mit Maschinen
<SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill> ->"," <SoftSkill>Freude an der Metallbearbeitung von Hand</SoftSkill> und mit Maschinen
<SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>"," <SoftSkill>Freude an der Metallbearbeitung von Hand</SoftSkill> und mit Maschinen
<SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>",['Exakte'],['Exakte Arbeitsweise'],['Freude an der Metallbearbeitung von Hand'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[0.11075185402793981],0.0,0.0,0.0,0.11075185402793981,32,False,OWA
363,•  <SoftSkill_C>Zuverlässige</SoftSkill_C> und <SoftSkill>pflichtbewusste Arbeitsweise</SoftSkill> ->,<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>pflichtbewusste Arbeitsweise</SoftSkill>,<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>pflichtbewusste Arbeitsweise</SoftSkill>,['Zuverlässige'],['Zuverlässige Arbeitsweise'],['Zuverlässige Arbeitsweise'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
364," Sie <SoftSkill>arbeiten sauber</SoftSkill>, <SoftSkill_C>ordentlich</SoftSkill_C> und <SoftSkill_C>zuverlässig</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten sauber</SoftSkill>, <SoftSkill>arbeiten ordentlich</SoftSkill> und <SoftSkill>arbeiten zuverlässig</SoftSkill>."," Sie <SoftSkill>arbeiten sauber</SoftSkill>, <SoftSkill>arbeiten ordentlich</SoftSkill> und <SoftSkill>arbeiten zuverlässig</SoftSkill>.","['ordentlich', 'zuverlässig']","['arbeiten ordentlich', 'arbeiten zuverlässig']","['arbeiten sauber', 'arbeiten ordentlich']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}], [{'rouge-1': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}]]","[0.4439000107308933, 0.4416358300461357]",0.4999999950000001,0.0,0.4999999950000001,0.44276792038851454,20,False,MC
