idx,input,generated_text,expected_text,wrong GPT3,Problem type,USAGE FLAG
321," Sie sind eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>. ->","  Sie sind eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>.","  Sie sind eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>.",1,OWA,1
322,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill_C>hohe körperliche</SoftSkill_C> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus. ->,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill>hohe körperliche Belastbarkeit</SoftSkill> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus.,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill>hohe körperliche Belastbarkeit</SoftSkill> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus.,1,OWA,1
323,Zudem hast du <SoftSkill>Freude an Sprachen</SoftSkill> und <SoftSkill_C>Zahlen</SoftSkill_C> und du bist bereit 3 Jahre dein Bestes zu geben? ->,Zudem hast du <SoftSkill>Freude an Sprachen</SoftSkill> und <SoftSkill>Freude an Zahlen</SoftSkill> und du bist bereit 3 Jahre dein Bestes zu geben?,Zudem hast du <SoftSkill>Freude an Sprachen</SoftSkill> und <SoftSkill>Freude an Zahlen</SoftSkill> und du bist bereit 3 Jahre dein Bestes zu geben?,1,MWA,1
324," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil) ->"," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)"," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)",1,OWA,1
325," <SoftSkill>Kontaktfreude</SoftSkill>, <SoftSkill>Kommunikationsstärke</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>
<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>hohes Engagement</SoftSkill>
Abgeschlossene kaufm. ->"," <SoftSkill>Kontaktfreude</SoftSkill>, <SoftSkill>Kommunikationsstärke</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>
<SoftSkill>Selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>hohes Engagement</SoftSkill>
Abgeschlossene kaufm."," <SoftSkill>Kontaktfreude</SoftSkill>, <SoftSkill>Kommunikationsstärke</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>
<SoftSkill>Selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>zielorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>hohes Engagement</SoftSkill>
Abgeschlossene kaufm.",1,OWA,1
326," Zudem bist du eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>aufgestellte Person</SoftSkill>. ->"," Zudem bist du eine <SoftSkill>offene Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>aufgestellte Person</SoftSkill>."," Zudem bist du eine <SoftSkill>offene Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>aufgestellte Person</SoftSkill>.",1,MC,1
327," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung
<SoftSkill>Freude am Kundenkontakt</SoftSkill>
<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill_C>Zuverlässige</SoftSkill_C>, <SoftSkill_C>saubere</SoftSkill_C> und <SoftSkill>genaue Arbeitsweise</SoftSkill> ->"," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung
<SoftSkill>Freude am Kundenkontakt</SoftSkill>
<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>saubere Arbeitsweise</SoftSkill> und <SoftSkill>genaue Arbeitsweise</SoftSkill>"," Abgeschlossene Grundbildung im Detailhandel (Bereich Lebensmittel) oder entsprechende Berufserfahrung
<SoftSkill>Freude am Kundenkontakt</SoftSkill>
<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>saubere Arbeitsweise</SoftSkill> und <SoftSkill>genaue Arbeitsweise</SoftSkill>",1,MC,1
328," <SoftSkill>Interesse für Technik</SoftSkill> und ein <SoftSkill>analytisches Denkvermögen</SoftSkill>
eine <SoftSkill>hohe Auffassungsgabe</SoftSkill>
<SoftSkill>Motivation</SoftSkill> und eine <SoftSkill>hohe Lernbereitschaft</SoftSkill>
Du <SoftSkill>arbeitest gerne verantwortungsbewusst</SoftSkill> und <SoftSkill_C>selbständig</SoftSkill_C> und Du bist <SoftSkill>kontaktfreudig</SoftSkill>. ->"," <SoftSkill>Interesse für Technik</SoftSkill> und ein <SoftSkill>analytisches Denkvermögen</SoftSkill>
eine <SoftSkill>hohe Auffassungsgabe</SoftSkill>
<SoftSkill>Motivation</SoftSkill> und eine <SoftSkill>hohe Lernbereitschaft</SoftSkill>
Du <SoftSkill>arbeitest gerne verantwortungsbewusst</SoftSkill> und <SoftSkill>arbeitest gerne selbständig</SoftSkill> und Du bist <SoftSkill>kontaktfreudig</SoftSkill>."," <SoftSkill>Interesse für Technik</SoftSkill> und ein <SoftSkill>analytisches Denkvermögen</SoftSkill>
eine <SoftSkill>hohe Auffassungsgabe</SoftSkill>
<SoftSkill>Motivation</SoftSkill> und eine <SoftSkill>hohe Lernbereitschaft</SoftSkill>
Du <SoftSkill>arbeitest gerne verantwortungsbewusst</SoftSkill> und <SoftSkill>arbeitest gerne selbständig</SoftSkill> und Du bist <SoftSkill>kontaktfreudig</SoftSkill>.",1,MWA,1
329,Sie sind eine <SoftSkill>überzeugende Persönlichkeit</SoftSkill> mit <SoftSkill_C>ausgeprägten Kommunikations-</SoftSkill_C> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill>. ->,Sie sind eine <SoftSkill>überzeugende Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägten Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill>.,Sie sind eine <SoftSkill>überzeugende Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägten Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Verhandlungsfähigkeiten</SoftSkill>.,1,HOWA,1
330," <SoftSkill_C>Genaues</SoftSkill_C>, <SoftSkill>qualitativ hochstehendes Arbeiten</SoftSkill>. ->"," <SoftSkill>Genaues Arbeiten</SoftSkill>, <SoftSkill>qualitativ hochstehendes Arbeiten</SoftSkill>."," <SoftSkill>Genaues Arbeiten</SoftSkill>, <SoftSkill>qualitativ hochstehendes Arbeiten</SoftSkill>.",1,OWA,1
331,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill_C>zuvorkommend</SoftSkill_C>. ->,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend</SoftSkill>.,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend</SoftSkill>.,1,MWA,1
332,•  Bist du <SoftSkill_C>handwerklich</SoftSkill_C> und <SoftSkill>technisch geschickt</SoftSkill>? ->,Bist du <SoftSkill>handwerklich geschickt</SoftSkill> und <SoftSkill>technisch geschickt</SoftSkill>?,Bist du <SoftSkill>handwerklich geschickt</SoftSkill> und <SoftSkill>technisch geschickt</SoftSkill>?,1,OWA,1
333," •  <SoftSkill_C>Analytisches</SoftSkill_C>, <SoftSkill_C>strukturiertes</SoftSkill_C> und <SoftSkill>ganzheitliches Denken</SoftSkill> und <SoftSkill_C>geplantes</SoftSkill_C>, <SoftSkill>organisiertes
Handeln</SoftSkill> ->"," • <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>strukturiertes Denken</SoftSkill> und <SoftSkill>ganzheitliches Denken</SoftSkill> und <SoftSkill>geplantes Handeln</SoftSkill>, <SoftSkill>organisiertes Handeln</SoftSkill>"," • <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>strukturiertes Denken</SoftSkill> und <SoftSkill>ganzheitliches Denken</SoftSkill> und <SoftSkill>geplantes Handeln</SoftSkill>, <SoftSkill>organisiertes Handeln</SoftSkill>",1,MC,1
334," Durch Ihre sehr guten EDV Kenntnisse, ihrer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>exakten Arbeitsweise</SoftSkill> sowie ihrer <SoftSkill_C>flexiblen</SoftSkill_C> und <SoftSkill>aufgestellten Art</SoftSkill> sind Sie eine Bereicherung für unser Team. ->"," Durch Ihre sehr guten EDV Kenntnisse, ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>exakten Arbeitsweise</SoftSkill> sowie ihrer <SoftSkill>flexiblen Art</SoftSkill> und <SoftSkill>aufgestellten Art</SoftSkill> sind Sie eine Bereicherung für unser Team."," Durch Ihre sehr guten EDV Kenntnisse, ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>exakten Arbeitsweise</SoftSkill> sowie ihrer <SoftSkill>flexiblen Art</SoftSkill> und <SoftSkill>aufgestellten Art</SoftSkill> sind Sie eine Bereicherung für unser Team.",1,MDC,1
335," Für unsere Abteilung  Logistik suchen wir per 1.8.20
16 oder nach Vereinbarung eine <SoftSkill_C>selbständige</SoftSkill_C>
und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> als
Mitarbeiter/in Kommissionierung Tiefkühl und Stv. ->"," Für unsere Abteilung  Logistik suchen wir per 1.8.20
16 oder nach Vereinbarung eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>
und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> als
Mitarbeiter/in Kommissionierung Tiefkühl und Stv."," Für unsere Abteilung  Logistik suchen wir per 1.8.20
16 oder nach Vereinbarung eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>
und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> als
Mitarbeiter/in Kommissionierung Tiefkühl und Stv.",1,OWA,1
336,Weiter verfügen Sie über <SoftSkill>hohe soziale Kompetenz</SoftSkill> sowie über <SoftSkill>grosses Interesse an Qualitätssicherung</SoftSkill> und <SoftSkill_C>Weiterentwicklung des Instituts</SoftSkill_C>. ->,Weiter verfügen Sie über <SoftSkill>hohe soziale Kompetenz</SoftSkill> sowie über <SoftSkill>grosses Interesse an Qualitätssicherung</SoftSkill> und <SoftSkill>grosses Interesse an Weiterentwicklung des Instituts</SoftSkill>.,Weiter verfügen Sie über <SoftSkill>hohe soziale Kompetenz</SoftSkill> sowie über <SoftSkill>grosses Interesse an Qualitätssicherung</SoftSkill> und <SoftSkill>grosses Interesse an Weiterentwicklung des Instituts</SoftSkill>.,1,MWA,1
337," Für dieses vielseitige Aufgabengebiet suchen wir eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>kollegiale Persönlichkeit</SoftSkill>. ->"," Für dieses vielseitige Aufgabengebiet suchen wir eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>kollegiale Persönlichkeit</SoftSkill>."," Für dieses vielseitige Aufgabengebiet suchen wir eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>kollegiale Persönlichkeit</SoftSkill>.",1,MC,1
338," <SoftSkill>Magst du es, exakt</SoftSkill>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich und mit Ausdauer zu betätigen</SoftSkill>? ->"," <SoftSkill>Magst du es, exakt</SoftSkill>, <SoftSkill>verantwortungsbewusst zu arbeiten</SoftSkill> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich und mit Ausdauer zu betätigen</SoftSkill>?"," <SoftSkill>Magst du es, exakt</SoftSkill>, <SoftSkill>magst du es, verantwortungsbewusst zu arbeiten</SoftSkill> und <SoftSkill>magst du es, zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich und mit Ausdauer zu betätigen</SoftSkill>?",0,MWA,1
339,Eine <SoftSkill_C>ausgeprägte Mitarbeiter-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus. ->,Eine <SoftSkill>ausgeprägte Mitarbeiterorientierung</SoftSkill> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus.,Eine <SoftSkill>ausgeprägte Mitarbeiterorientierung</SoftSkill> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus.,1,HOWA,1
340," <SoftSkill>Vernetztes Denken</SoftSkill>
und <SoftSkill_C>Handeln</SoftSkill_C>, <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>hohe Eigenverantwortung</SoftSkill> gehören ebenso zu Ihrer Persönlichkeit. ->"," <SoftSkill>Vernetztes Denken</SoftSkill> und <SoftSkill>vorteilhafte Kundenorientierung</SoftSkill>, <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>hohe Eigenverantwortung</SoftSkill> gehören ebenso zu Ihrer Persönlichkeit."," <SoftSkill>Vernetztes Denken</SoftSkill>
und <SoftSkill_C>Vernetztes Handeln</SoftSkill_C>, <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>hohe Eigenverantwortung</SoftSkill> gehören ebenso zu Ihrer Persönlichkeit.",0,OWA,1
341,Sie sind eine <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> mit <SoftSkill>dienstleistungsorientiertem Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> und sind <SoftSkill>äusserst zuverlässig</SoftSkill>. ->,Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill> und <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> mit <SoftSkill>dienstleistungsorientiertem Denken</SoftSkill> und <SoftSkill>dienstleistungsorientiertem Handeln</SoftSkill> und sind <SoftSkill>äusserst zuverlässig</SoftSkill>.,Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill> und <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> mit <SoftSkill>dienstleistungsorientiertem Denken</SoftSkill> und <SoftSkill>dienstleistungsorientiertem Handeln</SoftSkill> und sind <SoftSkill>äusserst zuverlässig</SoftSkill>.,1,MDC,1
342," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill_C>strategisch</SoftSkill_C> und <SoftSkill_C>konsequent</SoftSkill_C>? ->"," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill>beraten Sie strategisch</SoftSkill> und <SoftSkill>beraten Sie konsequent</SoftSkill>?"," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill>beraten Sie strategisch</SoftSkill> und <SoftSkill>beraten Sie konsequent</SoftSkill>?",1,MWA,1
343," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und zu <SoftSkill_C>pflegen</SoftSkill_C>. ->"," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und ein <SoftSkill>Talent dafür, Netzwerke zu pflegen</SoftSkill>."," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und ein <SoftSkill>Talent dafür, Netzwerke zu pflegen</SoftSkill>.",1,MWA,1
344,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill_C>lösungsorientiert</SoftSkill_C>. ->,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill>agieren lösungsorientiert</SoftSkill>.,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill>agieren lösungsorientiert</SoftSkill>.,1,OWA,1
345," Sie sind ein <SoftSkill_C>motivierter</SoftSkill_C>, <SoftSkill_C>offener</SoftSkill_C> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>! ->","  Sie sind ein <SoftSkill>motivierter Teammensch</SoftSkill>, <SoftSkill>offener Teammensch</SoftSkill> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>!","  Sie sind ein <SoftSkill>motivierter Teammensch</SoftSkill>, <SoftSkill>offener Teammensch</SoftSkill> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>!",1,MC,1
346," •  <SoftSkill_C>Exaktes</SoftSkill_C>, <SoftSkill>selbständiges Arbeiten</SoftSkill> ->"," • <SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill>"," • <SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill>",1,OWA,1
347," Eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung. ->"," Eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung."," Eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung.",1,HOWA,1
348," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill_C>Entscheidungs-</SoftSkill_C> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit. ->"," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit."," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit.",1,HOWA,1
349," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill_C>selbständiger</SoftSkill_C> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>. ->"," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>selbständiger Arbeitsweise</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>."," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>selbständiger Arbeitsweise</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>.",1,OWA,1
350," Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill_C>Präsentieren</SoftSkill_C>. ->","  Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill>gewandt im Präsentieren</SoftSkill>.","  Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill>gewandt im Präsentieren</SoftSkill>.",1,MWA,1
351," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill_C>Planungs-</SoftSkill_C> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill_C>Gute Problemlösungs-</SoftSkill_C> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill> ->"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill>Planungsmethodische Fähigkeiten</SoftSkill> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill>Gute Problemlösungstechniken</SoftSkill> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill>"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill>Planungsmethodische Fähigkeiten</SoftSkill> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill>Gute Problemlösungstechniken</SoftSkill> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill>",1,HMDC,1
352," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill_C>Führungs-</SoftSkill_C> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>. ->"," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>."," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>.",1,HOWA,1
353," Wenn Sie es weiter gewohnt sind, <SoftSkill_C>projekt-</SoftSkill_C> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran. ->"," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran."," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran.",1,,1
354,•  <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Improvisationsgeschick</SoftSkill> ->,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,1,HOWA,1
355," •  <SoftSkill_C>Zuverlässig</SoftSkill_C>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill> ->"," • <SoftSkill>Zuverlässig arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>exakt arbeitende Persönlichkeit</SoftSkill> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>"," • <SoftSkill>Zuverlässig arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>exakt arbeitende Persönlichkeit</SoftSkill> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>",1,MC/MWA,1
356,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill>.,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill>.,1,OWA,1
