idx,input,expected_text,generated_text,input_skills_all,expected_skills_all,generated_skills_all,num_skills_all,num_gen_skills_all,percent_skills_match_all,num_skills_match_all,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL,Problem type
209," Sie
sind eine <SoftSkill_C>profilierte</SoftSkill_C> und <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, die sich durch
<SoftSkill_C>hohe Sozial</SoftSkill_C>
-
und <SoftSkill>Methodenkompetenz</SoftSkill>
en
auszeichnet. ->"," Sie sind eine <SoftSkill>profilierte Führungspersönlichkeit</SoftSkill> und <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, die sich durch <SoftSkill>hohe Sozialkompetenz</SoftSkill>
sowie <SoftSkill>Methodenkompetenz</SoftSkill>
en
auszeichnet."," Sie sind eine <SoftSkill>profilierte Führungspersönlichkeit</SoftSkill> und <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, die sich durch <SoftSkill>hohe Sozialkompetenz</SoftSkill>
sowie <SoftSkill>Methodenkompetenz</SoftSkill>
en
auszeichnet.","['profilierte', 'engagierte Führungspersönlichkeit', 'hohe Sozial', 'Methodenkompetenz']","['profilierte Führungspersönlichkeit', 'engagierte Führungspersönlichkeit', 'hohe Sozialkompetenz', 'Methodenkompetenz']","['profilierte Führungspersönlichkeit', 'engagierte Führungspersönlichkeit', 'hohe Sozialkompetenz', 'Methodenkompetenz']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.74999999625,0.999999995,1.0,0,False,HMDC
210," Ihre
<SoftSkill>Freude an Zahlen</SoftSkill> und an <SoftSkill_C>Verkaufstätigkeiten</SoftSkill_C> machen
Sie zum <SoftSkill_C>versierten</SoftSkill_C>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>. ->"," Ihre <SoftSkill>Freude an Zahlen</SoftSkill> und <SoftSkill>Freude an Verkaufstätigkeiten</SoftSkill> machen Sie zum <SoftSkill>versierten Machertyp</SoftSkill>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>."," Ihre <SoftSkill>Freude an Zahlen</SoftSkill> und <SoftSkill>Freude an Verkaufstätigkeiten</SoftSkill> machen Sie zum <SoftSkill>versierten Machertyp</SoftSkill>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>.","['Freude an Zahlen', 'Verkaufstätigkeiten', 'versierten', 'kundenorientierten Machertyp']","['Freude an Zahlen', 'Freude an Verkaufstätigkeiten', 'versierten Machertyp', 'kundenorientierten Machertyp']","['Freude an Zahlen', 'Freude an Verkaufstätigkeiten', 'versierten Machertyp', 'kundenorientierten Machertyp']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MDC
211,Wir suchen eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten. ->,Wir suchen eine <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,Wir suchen eine <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,"['engagierte', 'belastbare Person', 'strategischem Geschick']","['engagierte Person', 'belastbare Person', 'strategischem Geschick']","['engagierte Person', 'belastbare Person', 'strategischem Geschick']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
212," •  <SoftSkill_C>Strukturierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>akkurate Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>akkurate Arbeitsweise</SoftSkill>"," • <SoftSkill>Strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>akkurate Arbeitsweise</SoftSkill>","['Strukturierte', 'selbständige', 'akkurate Arbeitsweise']","['Strukturierte Arbeitsweise', 'selbständige Arbeitsweise', 'akkurate Arbeitsweise']","['Strukturierte Arbeitsweise', 'selbständige Arbeitsweise', 'akkurate Arbeitsweise']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
213,•  <SoftSkill_C>Guter Geruchs-</SoftSkill_C> und <SoftSkill>Geschmackssinn</SoftSkill> ->,<SoftSkill>Guter Geruchssinn</SoftSkill> und <SoftSkill>guter Geschmackssinn</SoftSkill>,<SoftSkill>Guter Geruchssinn</SoftSkill> und <SoftSkill>guter Geschmackssinn</SoftSkill>,"['Guter Geruchs-', 'Geschmackssinn']","['Guter Geruchssinn', 'guter Geschmackssinn']","['Guter Geruchssinn', 'guter Geschmackssinn']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
214,•  <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill_C>hohe Durchsetzungs-</SoftSkill_C> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill> ->,• <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill>hohe Durchsetzungsfähigkeit</SoftSkill> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill>,• <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill>hohe Durchsetzungsfähigkeit</SoftSkill> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill>,"['Hohe Leistungsbereitschaft', 'hohe Durchsetzungs-', 'Entscheidungsfähigkeit']","['Hohe Leistungsbereitschaft', 'hohe Durchsetzungsfähigkeit', 'Entscheidungsfähigkeit']","['Hohe Leistungsbereitschaft', 'hohe Durchsetzungsfähigkeit', 'Entscheidungsfähigkeit']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.6666666633333334,0.999999995,1.0,0,False,HOWA
215," Das <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>. ->"," Das <SoftSkill>selbständige Arbeiten</SoftSkill>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>."," Das <SoftSkill>selbständige Arbeiten</SoftSkill>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>.","['selbständige', 'eigenverantwortliche Arbeiten', 'Mitarbeiterführung bereiten Ihnen Freude']","['selbständige Arbeiten', 'eigenverantwortliche Arbeiten', 'Mitarbeiterführung bereiten Ihnen Freude']","['selbständige Arbeiten', 'eigenverantwortliche Arbeiten', 'Mitarbeiterführung bereiten Ihnen Freude']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
216," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill_C>gut ausgeprägtes analytisches</SoftSkill_C> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen. ->"," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill>gut ausgeprägtes analytisches Denken</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen."," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill>gut ausgeprägtes analytisches Denken</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen.","['strukturierte Vorgehensweise', 'gut ausgeprägtes analytisches', 'vernetztes Denken']","['strukturierte Vorgehensweise', 'gut ausgeprägtes analytisches Denken', 'vernetztes Denken']","['strukturierte Vorgehensweise', 'gut ausgeprägtes analytisches Denken', 'vernetztes Denken']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,NONE
217,Sie überzeugen mit Ihrer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und zeichnen sich durch <SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Engagement</SoftSkill> aus. ->,Sie überzeugen mit Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und zeichnen sich durch <SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Engagement</SoftSkill> aus.,Sie überzeugen mit Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und zeichnen sich durch <SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Engagement</SoftSkill> aus.,"['strukturierten', 'selbständigen Arbeitsweise', 'Flexibilität', 'Engagement']","['strukturierten Arbeitsweise', 'selbständigen Arbeitsweise', 'Flexibilität', 'Engagement']","['strukturierten Arbeitsweise', 'selbständigen Arbeitsweise', 'Flexibilität', 'Engagement']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.4999999975,0.999999995,1.0,0,False,OWA
218,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>. ->,<SoftSkill>Denken dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>.,<SoftSkill>Denken dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>.,"['Denken', 'handeln dienstleistungsorientiert']","['Denken dienstleistungsorientiert', 'handeln dienstleistungsorientiert']","['Denken dienstleistungsorientiert', 'handeln dienstleistungsorientiert']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
219," Du bist <SoftSkill>begeistert von starken Bildern</SoftSkill>, <SoftSkill_C>Emotionen</SoftSkill_C> und <SoftSkill_C>kreativen Ideen</SoftSkill_C>? ->"," Du bist <SoftSkill>begeistert von starken Bildern</SoftSkill>, <SoftSkill>begeistert von Emotionen</SoftSkill> und <SoftSkill>begeistert von kreativen Ideen</SoftSkill>?"," Du bist <SoftSkill>begeistert von starken Bildern</SoftSkill>, <SoftSkill>begeistert von Emotionen</SoftSkill> und <SoftSkill>kreativen Ideen</SoftSkill>?","['begeistert von starken Bildern', 'Emotionen', 'kreativen Ideen']","['begeistert von starken Bildern', 'begeistert von Emotionen', 'begeistert von kreativen Ideen']","['begeistert von starken Bildern', 'begeistert von Emotionen', 'kreativen Ideen']",3,3,66.66666666666666,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 0.5, 'f': 0.6666666622222223}, 'rouge-2': {'r': 1.0, 'p': 0.3333333333333333, 'f': 0.4999999962500001}, 'rouge-l': {'r': 1.0, 'p': 0.5, 'f': 0.6666666622222223}}]]","[1.0, 1.0, 0.36787944117144233]",0.8888888840740741,0.8333333287500001,0.8888888840740741,0.7892931470571475,15,False,MWA
220," <SoftSkill_C>Analytisches</SoftSkill_C>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen. ->"," <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen."," <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen.","['Analytisches', 'konzeptionelles Denken', 'sehr gute Kommunikationseigenschaften']","['Analytisches Denken', 'konzeptionelles Denken', 'sehr gute Kommunikationseigenschaften']","['Analytisches Denken', 'konzeptionelles Denken', 'sehr gute Kommunikationseigenschaften']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
221," Du beschreibst dich selbst als eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>positive Persönlichkeit</SoftSkill>, dann bist du bei uns richtig. ->"," Du beschreibst dich selbst als eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>positive Persönlichkeit</SoftSkill>, dann bist du bei uns richtig."," Du beschreibst dich selbst als eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>positive Persönlichkeit</SoftSkill>, dann bist du bei uns richtig.","['kommunikative', 'zuverlässige', 'positive Persönlichkeit']","['kommunikative Persönlichkeit', 'zuverlässige Persönlichkeit', 'positive Persönlichkeit']","['kommunikative Persönlichkeit', 'zuverlässige Persönlichkeit', 'positive Persönlichkeit']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
222," Ihr <SoftSkill>unter-nehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe. ->"," Ihr <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe."," Ihr <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe.","['unter-nehmerisches Denken', 'Handeln', 'Kommunikationskompetenz', 'Veränderungswille', 'lösungsorientierte Arbeitsweise']","['unternehmerisches Denken', 'unternehmerisches Handeln', 'Kommunikationskompetenz', 'Veränderungswille', 'lösungsorientierte Arbeitsweise']","['unternehmerisches Denken', 'unternehmerisches Handeln', 'Kommunikationskompetenz', 'Veränderungswille', 'lösungsorientierte Arbeitsweise']",5,5,100.0,5.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.5999999970000001,0.9999999949999999,1.0,0,False,OWA
223,•  <SoftSkill_C>Hohe Fach-</SoftSkill_C> und <SoftSkill>Sozialkompetenz</SoftSkill> ->,<SoftSkill>Hohe Fachkompetenz</SoftSkill> und <SoftSkill>Hohe Sozialkompetenz</SoftSkill>,<SoftSkill>Hohe Fachkompetenz</SoftSkill> und <SoftSkill>Hohe Sozialkompetenz</SoftSkill>,"['Hohe Fach-', 'Sozialkompetenz']","['Hohe Fachkompetenz', 'Hohe Sozialkompetenz']","['Hohe Fachkompetenz', 'Hohe Sozialkompetenz']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
