input,expected_text,generated_text,input_skills_all,expected_skills_all,generated_skills_all,num_skills_all,num_gen_skills_all,percent_skills_match_all,num_skills_match_all,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL,Problem type
Wir wenden uns an ein <SoftSkill_C>junges</SoftSkill_C> und <SoftSkill>dynamisches Verkaufstalent</SoftSkill>.,Wir wenden uns an ein <SoftSkill>junges Verkaufstalent</SoftSkill> und <SoftSkill>dynamisches Verkaufstalent</SoftSkill>.,Wir wenden uns an ein <SoftSkill>junges Verkaufstalent</SoftSkill> und <SoftSkill>dynamisches Verkaufstalent</SoftSkill>.,"['junges', 'dynamisches Verkaufstalent']","['junges Verkaufstalent', 'dynamisches Verkaufstalent']","['junges Verkaufstalent', 'dynamisches Verkaufstalent']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
Eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>engagierte Arbeitsweise</SoftSkill> ist für Sie selbstverständlich.,Eine <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>engagierte Arbeitsweise</SoftSkill> ist für Sie selbstverständlich.,Eine <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>engagierte Arbeitsweise</SoftSkill> ist für Sie selbstverständlich.,"['selbständige', 'engagierte Arbeitsweise']","['selbständige Arbeitsweise', 'engagierte Arbeitsweise']","['selbständige Arbeitsweise', 'engagierte Arbeitsweise']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
"Für die Region Zug/Innerschwyz suchen wir am Standort Schwyz eine <SoftSkill_C>organisations-</SoftSkill_C> und <SoftSkill>führungsgewandte Persönlichkeit</SoftSkill> als
Leiter/-in Regionalsekretariat 100%",Für die Region Zug/Innerschwyz suchen wir am Standort Schwyz eine <SoftSkill>organisationsgewandte Persönlichkeit</SoftSkill> und <SoftSkill>führungsgewandte Persönlichkeit</SoftSkill> als Leiter/-in Regionalsekretariat 100%.,Für die Region Zug/Innerschwyz suchen wir am Standort Schwyz eine <SoftSkill>organisationsgewandte Persönlichkeit</SoftSkill> und <SoftSkill>führungsgewandte Persönlichkeit</SoftSkill> als Leiter/-in Regionalsekretariat 100%.,"['organisations-', 'führungsgewandte Persönlichkeit']","['organisationsgewandte Persönlichkeit', 'führungsgewandte Persönlichkeit']","['organisationsgewandte Persönlichkeit', 'führungsgewandte Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
"Mobilität ist das Ziel
Zur Ergänzung unseres Teams am Telefon/Empfang suchen wir eine <SoftSkill_C>kundenorientierte</SoftSkill_C> und <SoftSkill>flexible Persönlichkeit</SoftSkill>, der wir das folgende Aufgabengebiet übertragen:","Mobilität ist das Ziel. Zur Ergänzung unseres Teams am Telefon/Empfang suchen wir eine <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> und <SoftSkill>flexible Persönlichkeit</SoftSkill>, der wir das folgende Aufgabengebiet übertragen:""","Mobilität ist das Ziel. Zur Ergänzung unseres Teams am Telefon/Empfang suchen wir eine <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> und <SoftSkill>flexible Persönlichkeit</SoftSkill>, der wir das folgende Aufgabengebiet übertragen:""","['kundenorientierte', 'flexible Persönlichkeit']","['kundenorientierte Persönlichkeit', 'flexible Persönlichkeit']","['kundenorientierte Persönlichkeit', 'flexible Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
"Ihre <SoftSkill>Arbeitsweise ist exakt</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill>selbständig</SoftSkill>.","Ihre <SoftSkill>Arbeitsweise ist exakt</SoftSkill>, <SoftSkill>Ihre Arbeitsweise ist strukturiert</SoftSkill> und <SoftSkill>Ihre Arbeitsweise ist selbständig</SoftSkill>","Ihre <SoftSkill>Arbeitsweise ist exakt</SoftSkill>, <SoftSkill>strukturiert</SoftSkill> und <SoftSkill>selbständig</SoftSkill>","['Arbeitsweise ist exakt', 'strukturiert', 'selbständig']","['Arbeitsweise ist exakt', 'Ihre Arbeitsweise ist strukturiert', 'Ihre Arbeitsweise ist selbständig']","['Arbeitsweise ist exakt', 'strukturiert', 'selbständig']",3,3,33.33333333333333,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 0.25, 'f': 0.39999999680000003}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 0.25, 'f': 0.39999999680000003}}], [{'rouge-1': {'r': 1.0, 'p': 0.25, 'f': 0.39999999680000003}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 0.25, 'f': 0.39999999680000003}}]]","[1.0, 0.15987974607969388, 0.1353352832366127]",0.5999999962000001,0.3333333316666667,0.5999999962000001,0.4317383431054355,44,False,MWA
<SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>,"['Selbständige', 'zuverlässige Arbeitsweise']","['Selbständige Arbeitsweise', 'zuverlässige Arbeitsweise']","['Selbständige Arbeitsweise', 'zuverlässige Arbeitsweise']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
"•  Eine <SoftSkill_C>positive</SoftSkill_C>, <SoftSkill>hilfsbereite Einstellung</SoftSkill> sowie den <SoftSkill>Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln</SoftSkill>","Eine <SoftSkill>positive Einstellung</SoftSkill>, <SoftSkill>hilfsbereite Einstellung</SoftSkill> sowie den <SoftSkill>Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln</SoftSkill>.","Eine <SoftSkill>positive Einstellung</SoftSkill>, <SoftSkill>hilfsbereite Einstellung</SoftSkill> sowie den <SoftSkill>Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln</SoftSkill>.","['positive', 'hilfsbereite Einstellung', 'Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln']","['positive Einstellung', 'hilfsbereite Einstellung', 'Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln']","['positive Einstellung', 'hilfsbereite Einstellung', 'Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
Als <SoftSkill_C>motivierende</SoftSkill_C> und <SoftSkill>begeisternde Persönlichkeit</SoftSkill> <SoftSkill>handeln Sie eigenverantwortlich</SoftSkill> und <SoftSkill_C>ergebnisorientiert</SoftSkill_C>.,Als <SoftSkill>motivierende Persönlichkeit</SoftSkill> und <SoftSkill>begeisternde Persönlichkeit</SoftSkill> <SoftSkill>handeln Sie eigenverantwortlich</SoftSkill> und <SoftSkill>handeln Sie ergebnisorientiert</SoftSkill>.,Als <SoftSkill>motivierende Persönlichkeit</SoftSkill> und <SoftSkill>begeisternde Persönlichkeit</SoftSkill> <SoftSkill>handeln Sie eigenverantwortlich</SoftSkill> und <SoftSkill>handeln Sie ergebnisorientiert</SoftSkill>.,"['motivierende', 'begeisternde Persönlichkeit', 'handeln Sie eigenverantwortlich', 'ergebnisorientiert']","['motivierende Persönlichkeit', 'begeisternde Persönlichkeit', 'handeln Sie eigenverantwortlich', 'handeln Sie ergebnisorientiert']","['motivierende Persönlichkeit', 'begeisternde Persönlichkeit', 'handeln Sie eigenverantwortlich', 'handeln Sie ergebnisorientiert']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MDC
"Abgeschlossene Volksschule (mittlere o. oberste Stufe), gute Mathematik- u. Deutschnoten, <SoftSkill_C>positives Lern-</SoftSkill_C> u. <SoftSkill>Sozialverhalten</SoftSkill>.","Abgeschlossene Volksschule (mittlere o. oberste Stufe), gute Mathematik- u. Deutschnoten, <SoftSkill>positives Lernverhalten</SoftSkill> u. <SoftSkill>positives Sozialverhalten</SoftSkill>.","Abgeschlossene Volksschule (mittlere o. oberste Stufe), gute Mathematik- u. Deutschnoten, <SoftSkill>positives Lernverhalten</SoftSkill> u. <SoftSkill>Sozialverhalten</SoftSkill>.","['positives Lern-', 'Sozialverhalten']","['positives Lernverhalten', 'positives Sozialverhalten']","['positives Lernverhalten', 'Sozialverhalten']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 0.5, 'f': 0.6666666622222223}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 0.5, 'f': 0.6666666622222223}}]]","[1.0, 0.513417119032592]",0.8333333286111111,0.4999999975,0.8333333286111111,0.756708559516296,10,False,HOWA
"Für eine Pflegeabteilung suchen wir Sie als <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>fachkompetente Persönlichkeit</SoftSkill> nach Vereinbarung als
Stationsleiter/in (FH, HF,DN II, AKP, PsychKP) 80-100%
Aufgaben","Für eine Pflegeabteilung suchen wir Sie als <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fachkompetente Persönlichkeit</SoftSkill> nach Vereinbarung als Stationsleiter/in (FH, HF, DN II, AKP, PsychKP) 80-100%
Aufgaben","Für eine Pflegeabteilung suchen wir Sie als <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fachkompetente Persönlichkeit</SoftSkill> nach Vereinbarung als Stationsleiter/in (FH, HF, DN II, AKP, PsychKP) 80-100%
Aufgaben","['motivierte', 'fachkompetente Persönlichkeit']","['motivierte Persönlichkeit', 'fachkompetente Persönlichkeit']","['motivierte Persönlichkeit', 'fachkompetente Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
"Für diese anspruchsvolle Tätigkeit suchen wir eine <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>teamfähige Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Dienstleistungsbereitschaft</SoftSkill>.","Für diese anspruchsvolle Tätigkeit suchen wir eine <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>teamfähige Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Dienstleistungsbereitschaft</SoftSkill>.","Für diese anspruchsvolle Tätigkeit suchen wir eine <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>teamfähige Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Dienstleistungsbereitschaft</SoftSkill>.","['flexible', 'belastbare', 'teamfähige Persönlichkeit', 'hoher Dienstleistungsbereitschaft']","['flexible Persönlichkeit', 'belastbare Persönlichkeit', 'teamfähige Persönlichkeit', 'hoher Dienstleistungsbereitschaft']","['flexible Persönlichkeit', 'belastbare Persönlichkeit', 'teamfähige Persönlichkeit', 'hoher Dienstleistungsbereitschaft']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
