idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
339,Eine <SoftSkill_C>ausgeprägte Mitarbeiter-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus. ->,Eine <SoftSkill>ausgeprägte Mitarbeiterorientierung</SoftSkill> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus.,Eine <SoftSkill>ausgeprägte Mitarbeiterorientierung</SoftSkill> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus.,Eine ausgeprägte Mitarbeiterorientierung und Dienstleistungsorientierung zeichnet Sie aus.,Eine ausgeprägte Mitarbeiterorientierung und Dienstleistungsorientierung zeichnet Sie aus.,0,HOWA
340," <SoftSkill>Vernetztes Denken</SoftSkill>
und <SoftSkill_C>Handeln</SoftSkill_C>, <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>hohe Eigenverantwortung</SoftSkill> gehören ebenso zu Ihrer Persönlichkeit. ->"," <SoftSkill>Vernetztes Denken</SoftSkill>
und <SoftSkill_C>Vernetztes Handeln</SoftSkill_C>, <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>hohe Eigenverantwortung</SoftSkill> gehören ebenso zu Ihrer Persönlichkeit."," <SoftSkill>Vernetztes Denken</SoftSkill> und <SoftSkill>vorteilhafte Kundenorientierung</SoftSkill>, <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill> und <SoftSkill>hohe Eigenverantwortung</SoftSkill> gehören ebenso zu Ihrer Persönlichkeit."," Vernetztes Denken und vorteilhafte Kundenorientierung, ausgeprägte Kundenorientierung und hohe Eigenverantwortung gehören ebenso zu Ihrer Persönlichkeit."," Vernetztes Denken und Vernetztes Handeln, ausgeprägte Kundenorientierung und hohe Eigenverantwortung gehören ebenso zu Ihrer Persönlichkeit.",23,OWA
341,Sie sind eine <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> mit <SoftSkill>dienstleistungsorientiertem Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> und sind <SoftSkill>äusserst zuverlässig</SoftSkill>. ->,Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill> und <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> mit <SoftSkill>dienstleistungsorientiertem Denken</SoftSkill> und <SoftSkill>dienstleistungsorientiertem Handeln</SoftSkill> und sind <SoftSkill>äusserst zuverlässig</SoftSkill>.,Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill> und <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill> mit <SoftSkill>dienstleistungsorientiertem Denken</SoftSkill> und <SoftSkill>dienstleistungsorientiertem Handeln</SoftSkill> und sind <SoftSkill>äusserst zuverlässig</SoftSkill>.,Sie sind eine offene Persönlichkeit und ausgeglichene Persönlichkeit mit dienstleistungsorientiertem Denken und dienstleistungsorientiertem Handeln und sind äusserst zuverlässig.,Sie sind eine offene Persönlichkeit und ausgeglichene Persönlichkeit mit dienstleistungsorientiertem Denken und dienstleistungsorientiertem Handeln und sind äusserst zuverlässig.,0,MDC
342," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill_C>strategisch</SoftSkill_C> und <SoftSkill_C>konsequent</SoftSkill_C>? ->"," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill>beraten Sie strategisch</SoftSkill> und <SoftSkill>beraten Sie konsequent</SoftSkill>?"," <SoftSkill>Beraten Sie lösungsorientiert</SoftSkill>, <SoftSkill>beraten Sie strategisch</SoftSkill> und <SoftSkill>beraten Sie konsequent</SoftSkill>?"," Beraten Sie lösungsorientiert, beraten Sie strategisch und beraten Sie konsequent?"," Beraten Sie lösungsorientiert, beraten Sie strategisch und beraten Sie konsequent?",0,MWA
343," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und zu <SoftSkill_C>pflegen</SoftSkill_C>. ->"," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und ein <SoftSkill>Talent dafür, Netzwerke zu pflegen</SoftSkill>."," Sie <SoftSkill>schätzen den Kontakt mit unterschiedlichsten Menschen</SoftSkill> und haben ein <SoftSkill>Talent dafür, Netzwerke aufzubauen</SoftSkill> und ein <SoftSkill>Talent dafür, Netzwerke zu pflegen</SoftSkill>."," Sie schätzen den Kontakt mit unterschiedlichsten Menschen und haben ein Talent dafür, Netzwerke aufzubauen und ein Talent dafür, Netzwerke zu pflegen."," Sie schätzen den Kontakt mit unterschiedlichsten Menschen und haben ein Talent dafür, Netzwerke aufzubauen und ein Talent dafür, Netzwerke zu pflegen.",0,MWA
344,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill_C>lösungsorientiert</SoftSkill_C>. ->,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill>agieren lösungsorientiert</SoftSkill>.,Sie <SoftSkill>erkennen Notfallsituationen frühzeitig</SoftSkill> und <SoftSkill>agieren demzufolge adäquat</SoftSkill> wie auch <SoftSkill>agieren lösungsorientiert</SoftSkill>.,Sie erkennen Notfallsituationen frühzeitig und agieren demzufolge adäquat wie auch agieren lösungsorientiert.,Sie erkennen Notfallsituationen frühzeitig und agieren demzufolge adäquat wie auch agieren lösungsorientiert.,0,OWA
345," Sie sind ein <SoftSkill_C>motivierter</SoftSkill_C>, <SoftSkill_C>offener</SoftSkill_C> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>! ->","  Sie sind ein <SoftSkill>motivierter Teammensch</SoftSkill>, <SoftSkill>offener Teammensch</SoftSkill> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>!","  Sie sind ein <SoftSkill>motivierter Teammensch</SoftSkill>, <SoftSkill>offener Teammensch</SoftSkill> und <SoftSkill>engagierter Teammensch</SoftSkill> mit <SoftSkill>Enthusiasmus</SoftSkill>, <SoftSkill>Drive</SoftSkill> und <SoftSkill>Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen</SoftSkill>!","  Sie sind ein motivierter Teammensch, offener Teammensch und engagierter Teammensch mit Enthusiasmus, Drive und Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen!","  Sie sind ein motivierter Teammensch, offener Teammensch und engagierter Teammensch mit Enthusiasmus, Drive und Lust, ein Traditionsunternehmen in die Moderne und auf ein neues Level zu führen!",0,MC
346," •  <SoftSkill_C>Exaktes</SoftSkill_C>, <SoftSkill>selbständiges Arbeiten</SoftSkill> ->"," • <SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill>"," • <SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill>"," • Exaktes Arbeiten, selbständiges Arbeiten"," • Exaktes Arbeiten, selbständiges Arbeiten",0,OWA
347," Eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung. ->"," Eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung."," Eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Beratungskompetenz</SoftSkill> zeichnet Sie aus, und <SoftSkill>Dienstleistungsorientierung</SoftSkill> sowie <SoftSkill>Kollegialität</SoftSkill> sind Teile Ihrer Haltung."," Eine hohe Sozialkompetenz und Beratungskompetenz zeichnet Sie aus, und Dienstleistungsorientierung sowie Kollegialität sind Teile Ihrer Haltung."," Eine hohe Sozialkompetenz und Beratungskompetenz zeichnet Sie aus, und Dienstleistungsorientierung sowie Kollegialität sind Teile Ihrer Haltung.",0,HOWA
348," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill_C>Entscheidungs-</SoftSkill_C> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit. ->"," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit."," Sie bringen eine <SoftSkill>hohe Eigenmotivation</SoftSkill>
sowie <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit</SoftSkill>
mit.", Sie bringen eine hohe Eigenmotivation sowie Entscheidungsfähigkeit und Begeisterungsfähigkeit mit., Sie bringen eine hohe Eigenmotivation sowie Entscheidungsfähigkeit und Begeisterungsfähigkeit mit.,0,HOWA
349," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill_C>selbständiger</SoftSkill_C> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>. ->"," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>selbständiger Arbeitsweise</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>."," Wir suchen eine Persönlichkeit mit <SoftSkill>hohem Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>selbständiger Arbeitsweise</SoftSkill> und <SoftSkill>strukturierter Arbeitsweise</SoftSkill> sowie einer <SoftSkill>ausgeprägten Dienstleistungsmentalität</SoftSkill>."," Wir suchen eine Persönlichkeit mit hohem Verantwortungsbewusstsein, selbständiger Arbeitsweise und strukturierter Arbeitsweise sowie einer ausgeprägten Dienstleistungsmentalität."," Wir suchen eine Persönlichkeit mit hohem Verantwortungsbewusstsein, selbständiger Arbeitsweise und strukturierter Arbeitsweise sowie einer ausgeprägten Dienstleistungsmentalität.",0,OWA
350," Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill_C>Präsentieren</SoftSkill_C>. ->","  Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill>gewandt im Präsentieren</SoftSkill>.","  Sie verfügen über ein <SoftSkill>ausgeprägtes gestalterisches Flair</SoftSkill>, besitzen <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und sind <SoftSkill>gewandt im Schreiben</SoftSkill> und <SoftSkill>gewandt im Präsentieren</SoftSkill>.","  Sie verfügen über ein ausgeprägtes gestalterisches Flair, besitzen konzeptionelle Fähigkeiten und sind gewandt im Schreiben und gewandt im Präsentieren.","  Sie verfügen über ein ausgeprägtes gestalterisches Flair, besitzen konzeptionelle Fähigkeiten und sind gewandt im Schreiben und gewandt im Präsentieren.",0,MWA
351," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill_C>Planungs-</SoftSkill_C> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill_C>Gute Problemlösungs-</SoftSkill_C> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill> ->"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill>Planungsmethodische Fähigkeiten</SoftSkill> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill>Gute Problemlösungstechniken</SoftSkill> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill>"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV
<SoftSkill>Planungsmethodische Fähigkeiten</SoftSkill> und <SoftSkill>organisationsmethodische Fähigkeiten</SoftSkill>
<SoftSkill>Gute Problemlösungstechniken</SoftSkill> wie auch <SoftSkill>Entscheidungstechniken</SoftSkill>"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV Planungsmethodische Fähigkeiten und organisationsmethodische Fähigkeiten Gute Problemlösungstechniken wie auch Entscheidungstechniken"," Know-how in mindestens einem der Bereiche E-Rechnung, E-Banking, LSV Planungsmethodische Fähigkeiten und organisationsmethodische Fähigkeiten Gute Problemlösungstechniken wie auch Entscheidungstechniken",0,HMDC
352," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill_C>Führungs-</SoftSkill_C> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>. ->"," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>."," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, <SoftSkill>Leistungsfähigkeit</SoftSkill> und <SoftSkill>Führungsgeschick</SoftSkill> wie auch <SoftSkill>Handlungsgeschick</SoftSkill>."," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, Leistungsfähigkeit und Führungsgeschick wie auch Handlungsgeschick."," Packen Sie diese Gelegenheit und starten Sie die Erfolgsgeschichte dieses Unternehmens mit Kompetenz, Leistungsfähigkeit und Führungsgeschick wie auch Handlungsgeschick.",0,HOWA
353," Wenn Sie es weiter gewohnt sind, <SoftSkill_C>projekt-</SoftSkill_C> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran. ->"," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran."," Wenn Sie es weiter gewohnt sind, <SoftSkill>projektorientiert (c) vorzugehen</SoftSkill> und vor allem <SoftSkill>abschlussorientiert (c) vorzugehen</SoftSkill>, sind Sie schon sehr nahe dran."," Wenn Sie es weiter gewohnt sind, projektorientiert (c) vorzugehen und vor allem abschlussorientiert (c) vorzugehen, sind Sie schon sehr nahe dran."," Wenn Sie es weiter gewohnt sind, projektorientiert (c) vorzugehen und vor allem abschlussorientiert (c) vorzugehen, sind Sie schon sehr nahe dran.",0,
354,•  <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Improvisationsgeschick</SoftSkill> ->,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,Organisationsgeschick und Improvisationsgeschick,Organisationsgeschick und Improvisationsgeschick,0,HOWA
355," •  <SoftSkill_C>Zuverlässig</SoftSkill_C>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill> ->"," • <SoftSkill>Zuverlässig arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>exakt arbeitende Persönlichkeit</SoftSkill> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>"," • <SoftSkill>Zuverlässig arbeitende Persönlichkeit</SoftSkill>, <SoftSkill>exakt arbeitende Persönlichkeit</SoftSkill> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>"," • Zuverlässig arbeitende Persönlichkeit, exakt arbeitende Persönlichkeit und selbständig arbeitende Persönlichkeit"," • Zuverlässig arbeitende Persönlichkeit, exakt arbeitende Persönlichkeit und selbständig arbeitende Persönlichkeit",0,MC/MWA
356,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill>.,Sie <SoftSkill>arbeiten lösungsorientiert</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill>.,Sie arbeiten lösungsorientiert und arbeiten effizient.,Sie arbeiten lösungsorientiert und arbeiten effizient.,0,OWA
357," Ihre Tätigkeit beinhaltet eine rege telefonische und <SoftSkill_C>schriftliche</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Kommunikation</SoftSkill> in Deutsch und Französisch, falls möglich auch in Italienisch. ->"," Ihre Tätigkeit beinhaltet eine rege telefonische und <SoftSkill>schriftliche Kommunikation</SoftSkill> und <SoftSkill>dienstleistungsorientierte Kommunikation</SoftSkill> in Deutsch und Französisch, falls möglich auch in Italienisch."," Ihre Tätigkeit beinhaltet eine rege telefonische und <SoftSkill>schriftliche Kommunikation</SoftSkill> und <SoftSkill>dienstleistungsorientierte Kommunikation</SoftSkill> in Deutsch und Französisch, falls möglich auch in Italienisch."," Ihre Tätigkeit beinhaltet eine rege telefonische und schriftliche Kommunikation und dienstleistungsorientierte Kommunikation in Deutsch und Französisch, falls möglich auch in Italienisch."," Ihre Tätigkeit beinhaltet eine rege telefonische und schriftliche Kommunikation und dienstleistungsorientierte Kommunikation in Deutsch und Französisch, falls möglich auch in Italienisch.",0,OWA
358," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre <SoftSkill_C>fachlichen</SoftSkill_C> und <SoftSkill>menschlichen Qualitäten</SoftSkill> voll einbringen können. ->"," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre <SoftSkill>fachlichen Qualitäten</SoftSkill> und <SoftSkill>menschlichen Qualitäten</SoftSkill> voll einbringen können."," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre <SoftSkill>fachlichen Qualitäten</SoftSkill> und <SoftSkill>menschlichen Qualitäten</SoftSkill> voll einbringen können."," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre fachlichen Qualitäten und menschlichen Qualitäten voll einbringen können."," Sie finden bei uns eine abwechslungsreiche Tätigkeit, wo Sie Ihre fachlichen Qualitäten und menschlichen Qualitäten voll einbringen können.",0,OWA
359,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>. ->,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>.,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill>selbständige Persönlichkeit</SoftSkill> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>.,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine selbständige Persönlichkeit und technisch versierte Persönlichkeit.,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine selbständige Persönlichkeit und technisch versierte Persönlichkeit.,0,OWA
360," Ihr <SoftSkill>Sinn für Kommunikation</SoftSkill> und Ihr <SoftSkill>offenes Ohr</SoftSkill> erlauben Ihnen, ein <SoftSkill>Team zu führen</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Ihr <SoftSkill>Sinn für Kommunikation</SoftSkill> und Ihr <SoftSkill>offenes Ohr</SoftSkill> erlauben Ihnen, ein <SoftSkill>Team zu führen</SoftSkill> und <SoftSkill>ein Team zu motivieren</SoftSkill>."," Ihr <SoftSkill>Sinn für Kommunikation</SoftSkill> und Ihr <SoftSkill>offenes Ohr</SoftSkill> erlauben Ihnen, ein <SoftSkill>Team zu führen</SoftSkill> und <SoftSkill>ein Team zu motivieren</SoftSkill>."," Ihr Sinn für Kommunikation und Ihr offenes Ohr erlauben Ihnen, ein Team zu führen und ein Team zu motivieren."," Ihr Sinn für Kommunikation und Ihr offenes Ohr erlauben Ihnen, ein Team zu führen und ein Team zu motivieren.",0,MWA
361,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill_C>selbstständiges</SoftSkill_C> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein. ->,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein.,Sie sollten über ein <SoftSkill>hohes Mass an Flexibilität</SoftSkill> und <SoftSkill>Anpassungsfähigkeit</SoftSkill> verfügen und sich <SoftSkill>selbstständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill> sein.,Sie sollten über ein hohes Mass an Flexibilität und Anpassungsfähigkeit verfügen und sich selbstständiges Arbeiten gewohnt und exaktes Arbeiten gewohnt sein.,Sie sollten über ein hohes Mass an Flexibilität und Anpassungsfähigkeit verfügen und sich selbstständiges Arbeiten gewohnt und exaktes Arbeiten gewohnt sein.,0,MWA
362," <SoftSkill>Freude an der Metallbearbeitung von Hand</SoftSkill> und mit Maschinen
<SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill> ->"," <SoftSkill>Freude an der Metallbearbeitung von Hand</SoftSkill> und mit Maschinen
<SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>"," <SoftSkill>Freude an der Metallbearbeitung von Hand</SoftSkill> und mit Maschinen
<SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>", Freude an der Metallbearbeitung von Hand und mit Maschinen Freude an praktischer Arbeit Handwerkliches Geschick Technisches Verständnis Exakte Arbeitsweise und zuverlässige Arbeitsweise Teamplayer, Freude an der Metallbearbeitung von Hand und mit Maschinen Freude an praktischer Arbeit Handwerkliches Geschick Technisches Verständnis Exakte Arbeitsweise und zuverlässige Arbeitsweise Teamplayer,0,OWA
363,•  <SoftSkill_C>Zuverlässige</SoftSkill_C> und <SoftSkill>pflichtbewusste Arbeitsweise</SoftSkill> ->,<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>pflichtbewusste Arbeitsweise</SoftSkill>,<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>pflichtbewusste Arbeitsweise</SoftSkill>,Zuverlässige Arbeitsweise und pflichtbewusste Arbeitsweise,Zuverlässige Arbeitsweise und pflichtbewusste Arbeitsweise,0,OWA
364," Sie <SoftSkill>arbeiten sauber</SoftSkill>, <SoftSkill_C>ordentlich</SoftSkill_C> und <SoftSkill_C>zuverlässig</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten sauber</SoftSkill>, <SoftSkill>arbeiten ordentlich</SoftSkill> und <SoftSkill>arbeiten zuverlässig</SoftSkill>."," Sie <SoftSkill>arbeiten sauber</SoftSkill>, <SoftSkill>arbeiten ordentlich</SoftSkill> und <SoftSkill>arbeiten zuverlässig</SoftSkill>."," Sie arbeiten sauber, arbeiten ordentlich und arbeiten zuverlässig."," Sie arbeiten sauber, arbeiten ordentlich und arbeiten zuverlässig.",0,MC
365," Teilweise Wochenendeinsätze
<SoftSkill>Freundliche Persönlichkeit</SoftSkill>, <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>belastbar</SoftSkill>, <SoftSkill>teamfähig</SoftSkill>
<SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill>
Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail) ->"," Teilweise Wochenendeinsätze
<SoftSkill>Freundliche Persönlichkeit</SoftSkill>, <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>belastbar</SoftSkill>, <SoftSkill>teamfähig</SoftSkill>
<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill>
Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail)"," Teilweise Wochenendeinsätze
<SoftSkill>Freundliche Persönlichkeit</SoftSkill>, <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>, <SoftSkill>flexibel</SoftSkill>, <SoftSkill>belastbar</SoftSkill>, <SoftSkill>teamfähig</SoftSkill>
<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill>
Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail)"," Teilweise Wochenendeinsätze Freundliche Persönlichkeit, gepflegtes Erscheinungsbild, flexibel, belastbar, teamfähig Selbständige Arbeitsweise und saubere Arbeitsweise Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail)"," Teilweise Wochenendeinsätze Freundliche Persönlichkeit, gepflegtes Erscheinungsbild, flexibel, belastbar, teamfähig Selbständige Arbeitsweise und saubere Arbeitsweise Geübter Umgang mit internen Kommunikationsmitteln, um die Einsätze zu verwalten (Buchungstool, E-Mail)",0,OWA
