,idx,input,generated_text,expected_text,wrong GPT3,Problem type,expected_skills_all,generated_skills_all,input_skills_C,input_skills_all,expected_skills_C,generated_skills_C,num_skills_all,num_skills_C,num_gen_skills_all,num_gen_skills_C,percent_skills_match_all,percent_skills_match_C,num_skills_match_all,num_skills_match_C,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,rouge_scores_skill_C,bleu_scores_skill_C,rouge1_avg_skill_C,rouge2_avg_skill_C,rougeL_avg_skill_C,bleu_avg_skill_C,levenshtein_skill_C,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL
490,676," Sie <SoftSkill>arbeiten pragmatisch</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C>, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren. ->"," Sie <SoftSkill>arbeiten pragmatisch</SoftSkill> und <SoftSkill>arbeiten zielorientiert</SoftSkill>, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren."," Sie <SoftSkill>arbeiten pragmatisch</SoftSkill> und <SoftSkill>arbeiten zielorientiert</SoftSkill>, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren.",1,OWA,"['arbeiten pragmatisch', 'arbeiten zielorientiert']","['arbeiten pragmatisch', 'arbeiten zielorientiert']",['zielorientiert'],"['arbeiten pragmatisch', 'zielorientiert']",['arbeiten zielorientiert'],['arbeiten zielorientiert'],2,1,2,1,100.0,100.0,2.0,1.0," Sie arbeiten pragmatisch und arbeiten zielorientiert, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren."," Sie arbeiten pragmatisch und arbeiten zielorientiert, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
491,677," •  Die <SoftSkill>Fähigkeit, den Fokus beizubehalten</SoftSkill> und <SoftSkill_C>mit dem Druck eines dynamischen Tages umgehen können</SoftSkill_C> ->"," • Die <SoftSkill>Fähigkeit, den Fokus beizubehalten</SoftSkill> und <SoftSkill>Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können</SoftSkill>."," • Die <SoftSkill>Fähigkeit, den Fokus beizubehalten</SoftSkill> und <SoftSkill>Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können</SoftSkill>.",1,OWA,"['Fähigkeit, den Fokus beizubehalten', 'Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können']","['Fähigkeit, den Fokus beizubehalten', 'Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können']",['mit dem Druck eines dynamischen Tages umgehen können'],"['Fähigkeit, den Fokus beizubehalten', 'mit dem Druck eines dynamischen Tages umgehen können']","['Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können']","['Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können']",2,1,2,1,100.0,100.0,2.0,1.0," • Die Fähigkeit, den Fokus beizubehalten und Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können."," • Die Fähigkeit, den Fokus beizubehalten und Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
492,678,Die pädagogische Arbeit planen Sie <SoftSkill_C>zielorientiert</SoftSkill_C> und <SoftSkill>einfühlsam in Partner-schaft mit den Eltern und dem Team</SoftSkill>. ->,Die pädagogische Arbeit planen Sie <SoftSkill>zielorientiert in Partner-schaft mit den Eltern und dem Team</SoftSkill> und <SoftSkill>einfühlsam</SoftSkill>.,Die pädagogische Arbeit planen Sie <SoftSkill>zielorientiert in Partner-schaft mit den Eltern und dem Team</SoftSkill> und <SoftSkill>einfühlsam in Partner-schaft mit den Eltern und dem Team</SoftSkill>.,0,MWA,"['zielorientiert in Partner-schaft mit den Eltern und dem Team', 'einfühlsam in Partner-schaft mit den Eltern und dem Team']","['zielorientiert in Partner-schaft mit den Eltern und dem Team', 'einfühlsam']",['zielorientiert'],"['zielorientiert', 'einfühlsam in Partner-schaft mit den Eltern und dem Team']",['zielorientiert in Partner-schaft mit den Eltern und dem Team'],['zielorientiert in Partner-schaft mit den Eltern und dem Team'],2,1,2,1,50.0,100.0,1.0,1.0,Die pädagogische Arbeit planen Sie zielorientiert in Partner-schaft mit den Eltern und dem Team und einfühlsam.,Die pädagogische Arbeit planen Sie zielorientiert in Partner-schaft mit den Eltern und dem Team und einfühlsam in Partner-schaft mit den Eltern und dem Team.,46,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 0.1111111111111111, 'f': 0.1999999982}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 0.1111111111111111, 'f': 0.1999999982}}]]","[1.0, 0.010051835744633586]",0.5999999966,0.4999999975,0.5999999966,0.5050259178723168,46,False
493,679,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer <SoftSkill_C>praxis-</SoftSkill_C> und <SoftSkill>lösungsorientierten Herangehensweise</SoftSkill> und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims. ->,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer <SoftSkill>praxisorientierten Herangehensweise</SoftSkill> und <SoftSkill>lösungsorientierten Herangehensweise</SoftSkill> und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims.,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer <SoftSkill>praxisorientierten Herangehensweise</SoftSkill> und <SoftSkill>lösungsorientierten Herangehensweise</SoftSkill> und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims.,1,HOWA,"['praxisorientierten Herangehensweise', 'lösungsorientierten Herangehensweise']","['praxisorientierten Herangehensweise', 'lösungsorientierten Herangehensweise']",['praxis-'],"['praxis-', 'lösungsorientierten Herangehensweise']",['praxisorientierten Herangehensweise'],['praxisorientierten Herangehensweise'],2,1,2,1,100.0,100.0,2.0,1.0,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer praxisorientierten Herangehensweise und lösungsorientierten Herangehensweise und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims.,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer praxisorientierten Herangehensweise und lösungsorientierten Herangehensweise und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims.,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
495,681," <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>strukturiert</SoftSkill_C>, <SoftSkill>gewissenhaft in Ihrer Arbeitsweise</SoftSkill> und <SoftSkill>übernehmen gerne Verantwortung</SoftSkill>? ->"," <SoftSkill>selbstständig in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>strukturiert in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>gewissenhaft in Ihrer Arbeitsweise</SoftSkill> und <SoftSkill>übernehmen gerne Verantwortung</SoftSkill>?"," <SoftSkill>selbstständig in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>strukturiert in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>gewissenhaft in Ihrer Arbeitsweise</SoftSkill> und <SoftSkill>übernehmen gerne Verantwortung</SoftSkill>?",1,MDC,"['selbstständig in Ihrer Arbeitsweise', 'strukturiert in Ihrer Arbeitsweise', 'gewissenhaft in Ihrer Arbeitsweise', 'übernehmen gerne Verantwortung']","['selbstständig in Ihrer Arbeitsweise', 'strukturiert in Ihrer Arbeitsweise', 'gewissenhaft in Ihrer Arbeitsweise', 'übernehmen gerne Verantwortung']","['selbstständig', 'strukturiert']","['selbstständig', 'strukturiert', 'gewissenhaft in Ihrer Arbeitsweise', 'übernehmen gerne Verantwortung']","['selbstständig in Ihrer Arbeitsweise', 'strukturiert in Ihrer Arbeitsweise']","['selbstständig in Ihrer Arbeitsweise', 'strukturiert in Ihrer Arbeitsweise']",4,2,4,2,100.0,100.0,4.0,2.0," selbstständig in Ihrer Arbeitsweise, strukturiert in Ihrer Arbeitsweise, gewissenhaft in Ihrer Arbeitsweise und übernehmen gerne Verantwortung?"," selbstständig in Ihrer Arbeitsweise, strukturiert in Ihrer Arbeitsweise, gewissenhaft in Ihrer Arbeitsweise und übernehmen gerne Verantwortung?",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
496,682,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein <SoftSkill_C>sehr gutes mündli-ches</SoftSkill_C> und <SoftSkill>schriftliches Verständnis</SoftSkill> der französischen Sprache. ->,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein <SoftSkill>sehr gutes mündliches Verständnis</SoftSkill> und <SoftSkill>schriftliches Verständnis</SoftSkill> der französischen Sprache.,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein <SoftSkill>sehr gutes mündliches Verständnis</SoftSkill> und <SoftSkill>schriftliches Verständnis</SoftSkill> der französischen Sprache.,1,MWA,"['sehr gutes mündliches Verständnis', 'schriftliches Verständnis']","['sehr gutes mündliches Verständnis', 'schriftliches Verständnis']",['sehr gutes mündli-ches'],"['sehr gutes mündli-ches', 'schriftliches Verständnis']",['sehr gutes mündliches Verständnis'],['sehr gutes mündliches Verständnis'],2,1,2,1,100.0,100.0,2.0,1.0,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein sehr gutes mündliches Verständnis und schriftliches Verständnis der französischen Sprache.,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein sehr gutes mündliches Verständnis und schriftliches Verständnis der französischen Sprache.,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
497,683," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>teamorientierte Arbeitsweise</SoftSkill>. ->"," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre <SoftSkill>engagierte Arbeitsweise</SoftSkill>, <SoftSkill>kommunikative Arbeitsweise</SoftSkill> und <SoftSkill>teamorientierte Arbeitsweise</SoftSkill>."," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre <SoftSkill>engagierte Arbeitsweise</SoftSkill>, <SoftSkill>kommunikative Arbeitsweise</SoftSkill> und <SoftSkill>teamorientierte Arbeitsweise</SoftSkill>.",1,MC,"['engagierte Arbeitsweise', 'kommunikative Arbeitsweise', 'teamorientierte Arbeitsweise']","['engagierte Arbeitsweise', 'kommunikative Arbeitsweise', 'teamorientierte Arbeitsweise']","['engagierte', 'kommunikative']","['engagierte', 'kommunikative', 'teamorientierte Arbeitsweise']","['engagierte Arbeitsweise', 'kommunikative Arbeitsweise']","['engagierte Arbeitsweise', 'kommunikative Arbeitsweise']",3,2,3,2,100.0,100.0,3.0,2.0," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre engagierte Arbeitsweise, kommunikative Arbeitsweise und teamorientierte Arbeitsweise."," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre engagierte Arbeitsweise, kommunikative Arbeitsweise und teamorientierte Arbeitsweise.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
498,684," Lehrpatent für die Sekundarschulstufe
<SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Kompetenz für individualisierende Unterrichtsformen</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Hohe Kummunikationsbereitschaft</SoftSkill> ->"," Lehrpatent für die Sekundarschulstufe
<SoftSkill>Freude für individualisierende Unterrichtsformen</SoftSkill> und <SoftSkill>Kompetenz für individualisierende Unterrichtsformen</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Hohe Kummunikationsbereitschaft</SoftSkill>"," Lehrpatent für die Sekundarschulstufe
<SoftSkill>Freude für individualisierende Unterrichtsformen</SoftSkill> und <SoftSkill>Kompetenz für individualisierende Unterrichtsformen</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Hohe Kummunikationsbereitschaft</SoftSkill>",1,MWA,"['Freude für individualisierende Unterrichtsformen', 'Kompetenz für individualisierende Unterrichtsformen', 'Teamfähigkeit', 'Flexibilität', 'Belastbarkeit', 'Hohe Kummunikationsbereitschaft']","['Freude für individualisierende Unterrichtsformen', 'Kompetenz für individualisierende Unterrichtsformen', 'Teamfähigkeit', 'Flexibilität', 'Belastbarkeit', 'Hohe Kummunikationsbereitschaft']",['Freude'],"['Freude', 'Kompetenz für individualisierende Unterrichtsformen', 'Teamfähigkeit', 'Flexibilität', 'Belastbarkeit', 'Hohe Kummunikationsbereitschaft']",['Freude für individualisierende Unterrichtsformen'],['Freude für individualisierende Unterrichtsformen'],6,1,6,1,100.0,100.0,6.0,1.0, Lehrpatent für die Sekundarschulstufe Freude für individualisierende Unterrichtsformen und Kompetenz für individualisierende Unterrichtsformen Teamfähigkeit Flexibilität und Belastbarkeit Hohe Kummunikationsbereitschaft, Lehrpatent für die Sekundarschulstufe Freude für individualisierende Unterrichtsformen und Kompetenz für individualisierende Unterrichtsformen Teamfähigkeit Flexibilität und Belastbarkeit Hohe Kummunikationsbereitschaft,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.4999999975,0.9999999949999999,1.0,0,False
499,685,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in <SoftSkill_C>genauer</SoftSkill_C> und <SoftSkill>zuverlässiger Arbeitsweise eigenständig</SoftSkill>. ->,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in <SoftSkill>genauer Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässiger Arbeitsweise eigenständig</SoftSkill>.,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in <SoftSkill>genauer Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässiger Arbeitsweise eigenständig</SoftSkill>.,1,OWA,"['genauer Arbeitsweise', 'zuverlässiger Arbeitsweise eigenständig']","['genauer Arbeitsweise', 'zuverlässiger Arbeitsweise eigenständig']",['genauer'],"['genauer', 'zuverlässiger Arbeitsweise eigenständig']",['genauer Arbeitsweise'],['genauer Arbeitsweise'],2,1,2,1,100.0,100.0,2.0,1.0,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in genauer Arbeitsweise und zuverlässiger Arbeitsweise eigenständig.,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in genauer Arbeitsweise und zuverlässiger Arbeitsweise eigenständig.,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
500,686," •  <SoftSkill>Bereitschaft, Neues zu lernen</SoftSkill> und dich <SoftSkill_C>ständig zu verbessern</SoftSkill_C> ->"," <SoftSkill>Bereitschaft, Neues zu lernen</SoftSkill> und <SoftSkill>Bereitschaft, ständig zu verbessern</SoftSkill>."," <SoftSkill>Bereitschaft, Neues zu lernen</SoftSkill> und <SoftSkill>Bereitschaft, ständig zu verbessern</SoftSkill>.",1,OWA,"['Bereitschaft, Neues zu lernen', 'Bereitschaft, ständig zu verbessern']","['Bereitschaft, Neues zu lernen', 'Bereitschaft, ständig zu verbessern']",['ständig zu verbessern'],"['Bereitschaft, Neues zu lernen', 'ständig zu verbessern']","['Bereitschaft, ständig zu verbessern']","['Bereitschaft, ständig zu verbessern']",2,1,2,1,100.0,100.0,2.0,1.0," Bereitschaft, Neues zu lernen und Bereitschaft, ständig zu verbessern."," Bereitschaft, Neues zu lernen und Bereitschaft, ständig zu verbessern.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
501,687,•  <SoftSkill_C>hohe Integrations-</SoftSkill_C> und <SoftSkill>Kommunikationsbereitschaft</SoftSkill> ->,<SoftSkill>hohe Integrationsbereitschaft</SoftSkill> und <SoftSkill>Kommunikationsbereitschaft</SoftSkill>,<SoftSkill>hohe Integrationsbereitschaft</SoftSkill> und <SoftSkill>Kommunikationsbereitschaft</SoftSkill>,1,HOWA,"['hohe Integrationsbereitschaft', 'Kommunikationsbereitschaft']","['hohe Integrationsbereitschaft', 'Kommunikationsbereitschaft']",['hohe Integrations-'],"['hohe Integrations-', 'Kommunikationsbereitschaft']",['hohe Integrationsbereitschaft'],['hohe Integrationsbereitschaft'],2,1,2,1,100.0,100.0,2.0,1.0,hohe Integrationsbereitschaft und Kommunikationsbereitschaft,hohe Integrationsbereitschaft und Kommunikationsbereitschaft,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.4999999975,0.999999995,1.0,0,False
