,idx,input,generated_text,expected_text,wrong GPT3,Problem type,USAGE FLAG
36,222," Ihr <SoftSkill>unter-nehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe. ->"," Ihr <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe."," Ihr <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe.",1,OWA,1.0
37,223,•  <SoftSkill_C>Hohe Fach-</SoftSkill_C> und <SoftSkill>Sozialkompetenz</SoftSkill> ->,<SoftSkill>Hohe Fachkompetenz</SoftSkill> und <SoftSkill>Hohe Sozialkompetenz</SoftSkill>,<SoftSkill>Hohe Fachkompetenz</SoftSkill> und <SoftSkill>Hohe Sozialkompetenz</SoftSkill>,1,HOWA,1.0
38,224,Sie <SoftSkill>arbeiten je nach Aufgabe gerne selbständig</SoftSkill> als auch im <SoftSkill_C>Team</SoftSkill_C> und verfügen über ein <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>. ->,Sie <SoftSkill>arbeiten je nach Aufgabe gerne selbständig</SoftSkill> als auch im <SoftSkill>Team</SoftSkill> und verfügen über ein <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>.,Sie <SoftSkill>arbeiten je nach Aufgabe gerne selbständig</SoftSkill> als auch im <SoftSkill>Team</SoftSkill> und verfügen über ein <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>.,1,NONE,1.0
39,225," Bereitschaft für Tageseinsätze
Gute Deutschkenntnisse
<SoftSkill>Körperlich gesund</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill_C>Zuverlässige</SoftSkill_C>, <SoftSkill_C>schnelle</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill> ->"," Bereitschaft für Tageseinsätze
Gute Deutschkenntnisse
<SoftSkill>Körperlich gesund</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>schnelle Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>"," Bereitschaft für Tageseinsätze
Gute Deutschkenntnisse
<SoftSkill>Körperlich gesund</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>schnelle Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>",1,MC,1.0
40,226,Haben Sie sowohl <SoftSkill>Freude an der umfassenden Beratung</SoftSkill> und Betreuung von Privat- und Gewerbekunden als auch an <SoftSkill_C>Führungsaufgaben</SoftSkill_C>? ->,Haben Sie sowohl <SoftSkill>Freude an der umfassenden Beratung</SoftSkill> und Betreuung von Privat- und Gewerbekunden als auch an <SoftSkill>Freude an Führungsaufgaben</SoftSkill>?,Haben Sie sowohl <SoftSkill>Freude an der umfassenden Beratung</SoftSkill> und Betreuung von Privat- und Gewerbekunden als auch <SoftSkill>Freude an Führungsaufgaben</SoftSkill>?,0,MWA,1.0
41,227," Sie sind ein <SoftSkill_C>unternehmerisch denkender</SoftSkill_C>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>leistungsorientierter Macher</SoftSkill>. ->"," Sie sind ein <SoftSkill>unternehmerisch denkender Macher</SoftSkill>, <SoftSkill>lösungsorientierter Macher</SoftSkill> und <SoftSkill>leistungsorientierter Macher</SoftSkill>."," Sie sind ein <SoftSkill>unternehmerisch denkender Macher</SoftSkill>, <SoftSkill>lösungsorientierter Macher</SoftSkill> und <SoftSkill>leistungsorientierter Macher</SoftSkill>.",1,HMC,1.0
42,228," Als <SoftSkill_C>kommunikationsstarke</SoftSkill_C> und <SoftSkill>pragmatische Persönlichkeit</SoftSkill> beweisen Sie eine
<SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>. ->",Als <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> und <SoftSkill>pragmatische Persönlichkeit</SoftSkill> beweisen Sie eine <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>.,Als <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> und <SoftSkill>pragmatische Persönlichkeit</SoftSkill> beweisen Sie eine <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>.,1,OWA,1.0
43,229," Sie sind eine <SoftSkill_C>initiative</SoftSkill_C> und <SoftSkill>kommunikative Person</SoftSkill>, die <SoftSkill>gern im Team an wissenschaftlichen Fragestellungen arbeitet</SoftSkill> und <SoftSkill>an deren Anwendung in der Praxis interessiert ist</SoftSkill>. ->"," Sie sind eine <SoftSkill>initiative Person</SoftSkill> und <SoftSkill>kommunikative Person</SoftSkill>, die <SoftSkill>gern im Team an wissenschaftlichen Fragestellungen arbeitet</SoftSkill> und <SoftSkill>an deren Anwendung in der Praxis interessiert ist</SoftSkill>."," Sie sind eine <SoftSkill>initiative Person</SoftSkill> und <SoftSkill>kommunikative Person</SoftSkill>, die <SoftSkill>gern im Team an wissenschaftlichen Fragestellungen arbeitet</SoftSkill> und <SoftSkill>an deren Anwendung in der Praxis interessiert ist</SoftSkill>.",1,OWA,1.0
44,230,•  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>speditive Arbeitsweise</SoftSkill> ->,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>speditive Arbeitsweise</SoftSkill>,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>speditive Arbeitsweise</SoftSkill>,1,OWA,1.0
45,231," Sie sind eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>. ->"," Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>aufgestellte Person</SoftSkill> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>."," Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>aufgestellte Person</SoftSkill> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>.",1,MC,1.0
46,232," Ihre <SoftSkill_C>technischen</SoftSkill_C>, <SoftSkill_C>wirtschaftlichen</SoftSkill_C> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln. ->"," Ihre <SoftSkill>technischen Fähigkeiten</SoftSkill>, <SoftSkill>wirtschaftlichen Fähigkeiten</SoftSkill> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln."," Ihre <SoftSkill>technischen Fähigkeiten</SoftSkill>, <SoftSkill>wirtschaftlichen Fähigkeiten</SoftSkill> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln.",1,MC,1.0
47,233,•  <SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill_C>Ordnung</SoftSkill_C> ->,<SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill>Sinn für Ordnung</SoftSkill>.,<SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill>Sinn für Ordnung</SoftSkill>.,1,MWA,1.0
48,234," Sie haben zudem
eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>aufbauende</SoftSkill_C> und <SoftSkill>wertschätzende Haltung</SoftSkill>. ->"," Sie haben zudem eine <SoftSkill>offene Haltung</SoftSkill>, <SoftSkill>aufbauende Haltung</SoftSkill> und <SoftSkill>wertschätzende Haltung</SoftSkill>."," Sie haben zudem eine <SoftSkill>offene Haltung</SoftSkill>, <SoftSkill>aufbauende Haltung</SoftSkill> und <SoftSkill>wertschätzende Haltung</SoftSkill>.",1,MC,1.0
49,235," •  <SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill_C>kundenorientiertes</SoftSkill_C> und
<SoftSkill>wirtschaftliches Denken</SoftSkill> ->",<SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>wirtschaftliches Denken</SoftSkill>,<SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>wirtschaftliches Denken</SoftSkill>,1,OWA,1.0
50,236,•  <SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill> ->,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill>,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill>,1,OWA,1.0
51,237," Zum Beruf gehören auch ein <SoftSkill_C>grosses
</SoftSkill_C><SoftSkill_C>Einfühlungs-</SoftSkill_C> und <SoftSkill>Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln
zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>. ->",Zum Beruf gehören auch ein <SoftSkill>grosses Einfühlungsvermögen</SoftSkill> und <SoftSkill>Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>.,Zum Beruf gehören auch ein <SoftSkill>grosses Einfühlungsvermögen</SoftSkill> und <SoftSkill>grosses Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>.,0,HOWA,1.0
52,238,Dank Ihrer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>. ->,Dank Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>.,Dank Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>.,1,OWA,1.0
53,239," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill_C>Mathematik</SoftSkill_C>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill> ->"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Interesse an Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>",0,MWA,1.0
54,240," Du <SoftSkill_C>denkst</SoftSkill_C> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>. ->"," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>."," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>.",1,OWA,1.0
55,241," Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat. ->"," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat."," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat.",1,MC,1.0
56,242,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke ->,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,1,MWA,1.0
57,243," Zu Ihren Stärken zählen Ihre <SoftSkill_C>einfühlsame</SoftSkill_C>, <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>. ->"," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>."," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>.",1,MC,1.0
58,244," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>. ->"," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>."," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>.",1,OWA,1.0
59,245,•  <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>zugängliche Art</SoftSkill> ->,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,1,OWA,1.0
60,246,Eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich. ->,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,1,OWA,1.0
61,247,•  <SoftSkill>Freude an exaktem</SoftSkill> und <SoftSkill_C>sauberem Arbeiten</SoftSkill_C> ->,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,1,MDC,1.0
62,248,<SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>. ->,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,1,HOWA,1.0
63,249," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill_C>qualitätsbewusst</SoftSkill_C> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>. ->"," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>."," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>arbeiten qualitätsbewusst</SoftSkill> und<SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>.",0,OWA,1.0
64,250," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill_C>zielgerichtete</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>. ->"," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>."," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>.",1,OWA,1.0
65,251," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill> ->"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>",1,OWA,1.0
66,252," Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus. ->"," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus."," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus.",1,OWA,1.0
67,253,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handelst du kundenorientiert</SoftSkill>? ->,<SoftSkill>Denken</SoftSkill> und <SoftSkill>handelst du kundenorientiert</SoftSkill>?,<SoftSkill>Denkst du kundenorientiert</SoftSkill> und <SoftSkill>handelst du kundenorientiert</SoftSkill>?,0,MWA,1.0
68,254,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Methodenkompetenz</SoftSkill> mit. ->,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,1,HOWA,1.0
69,255," Eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab. ->"," Eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab."," Eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab.",1,MC,1.0
70,256," Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>selbständige Person</SoftSkill> als
Purchase-to-Pay / SAP IM Administrator/in ->",Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,1,OWA,1.0
71,257," Als <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen. ->"," Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen."," Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen.",1,OWA,1.0
72,258," <SoftSkill_C>Gepflegtes Äusseres</SoftSkill_C> und <SoftSkill>angenehme Umgangsformen</SoftSkill>
Schweizer Domizil ->",<SoftSkill>Gepflegtes Äusseres</SoftSkill> und <SoftSkill>angenehme Umgangsformen</SoftSkill> Schweizer Domizil,<SoftSkill>Gepflegtes Äusseres</SoftSkill> und <SoftSkill>angenehme Umgangsformen</SoftSkill> Schweizer Domizil,1,NONE,1.0
73,259," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill> ->"," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill>"," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill>",1,HOWA,1.0
74,260,•  <SoftSkill_C>Pflicht-</SoftSkill_C> und <SoftSkill>verantwortungsbewusst</SoftSkill> ->,<SoftSkill>Pflichtbewusst</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>,<SoftSkill>Pflichtbewusst</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>,1,HOWA,1.0
