idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
211,Wir suchen eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten. ->,Wir suchen eine <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,Wir suchen eine <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,Wir suchen eine engagierte Person und belastbare Person mit strategischem Geschick und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,Wir suchen eine engagierte Person und belastbare Person mit strategischem Geschick und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,0,OWA
212," •  <SoftSkill_C>Strukturierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>akkurate Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>akkurate Arbeitsweise</SoftSkill>"," • <SoftSkill>Strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>akkurate Arbeitsweise</SoftSkill>"," • Strukturierte Arbeitsweise, selbständige Arbeitsweise und akkurate Arbeitsweise"," • Strukturierte Arbeitsweise, selbständige Arbeitsweise und akkurate Arbeitsweise",0,MC
213,•  <SoftSkill_C>Guter Geruchs-</SoftSkill_C> und <SoftSkill>Geschmackssinn</SoftSkill> ->,<SoftSkill>Guter Geruchssinn</SoftSkill> und <SoftSkill>guter Geschmackssinn</SoftSkill>,<SoftSkill>Guter Geruchssinn</SoftSkill> und <SoftSkill>guter Geschmackssinn</SoftSkill>,Guter Geruchssinn und guter Geschmackssinn,Guter Geruchssinn und guter Geschmackssinn,0,HOWA
214,•  <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill_C>hohe Durchsetzungs-</SoftSkill_C> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill> ->,• <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill>hohe Durchsetzungsfähigkeit</SoftSkill> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill>,• <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill>hohe Durchsetzungsfähigkeit</SoftSkill> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill>,• Hohe Leistungsbereitschaft sowie eine hohe Durchsetzungsfähigkeit und Entscheidungsfähigkeit,• Hohe Leistungsbereitschaft sowie eine hohe Durchsetzungsfähigkeit und Entscheidungsfähigkeit,0,HOWA
215," Das <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>. ->"," Das <SoftSkill>selbständige Arbeiten</SoftSkill>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>."," Das <SoftSkill>selbständige Arbeiten</SoftSkill>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>."," Das selbständige Arbeiten, eigenverantwortliche Arbeiten sowie die Mitarbeiterführung bereiten Ihnen Freude."," Das selbständige Arbeiten, eigenverantwortliche Arbeiten sowie die Mitarbeiterführung bereiten Ihnen Freude.",0,OWA
216," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill_C>gut ausgeprägtes analytisches</SoftSkill_C> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen. ->"," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill>gut ausgeprägtes analytisches Denken</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen."," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill>gut ausgeprägtes analytisches Denken</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen."," strukturierte Vorgehensweise, gut ausgeprägtes analytisches Denken und vernetztes Denken sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen."," strukturierte Vorgehensweise, gut ausgeprägtes analytisches Denken und vernetztes Denken sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen.",0,NONE
217,Sie überzeugen mit Ihrer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und zeichnen sich durch <SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Engagement</SoftSkill> aus. ->,Sie überzeugen mit Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und zeichnen sich durch <SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Engagement</SoftSkill> aus.,Sie überzeugen mit Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>selbständigen Arbeitsweise</SoftSkill> und zeichnen sich durch <SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Engagement</SoftSkill> aus.,Sie überzeugen mit Ihrer strukturierten Arbeitsweise und selbständigen Arbeitsweise und zeichnen sich durch Flexibilität und Engagement aus.,Sie überzeugen mit Ihrer strukturierten Arbeitsweise und selbständigen Arbeitsweise und zeichnen sich durch Flexibilität und Engagement aus.,0,OWA
218,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>. ->,<SoftSkill>Denken dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>.,<SoftSkill>Denken dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>.,Denken dienstleistungsorientiert und handeln dienstleistungsorientiert.,Denken dienstleistungsorientiert und handeln dienstleistungsorientiert.,0,OWA
219," Du bist <SoftSkill>begeistert von starken Bildern</SoftSkill>, <SoftSkill_C>Emotionen</SoftSkill_C> und <SoftSkill_C>kreativen Ideen</SoftSkill_C>? ->"," Du bist <SoftSkill>begeistert von starken Bildern</SoftSkill>, <SoftSkill>begeistert von Emotionen</SoftSkill> und <SoftSkill>begeistert von kreativen Ideen</SoftSkill>?"," Du bist <SoftSkill>begeistert von starken Bildern</SoftSkill>, <SoftSkill>begeistert von Emotionen</SoftSkill> und <SoftSkill>kreativen Ideen</SoftSkill>?"," Du bist begeistert von starken Bildern, begeistert von Emotionen und kreativen Ideen?"," Du bist begeistert von starken Bildern, begeistert von Emotionen und begeistert von kreativen Ideen?",15,MWA
220," <SoftSkill_C>Analytisches</SoftSkill_C>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen. ->"," <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen."," <SoftSkill>Analytisches Denken</SoftSkill>, <SoftSkill>konzeptionelles Denken</SoftSkill> sowie <SoftSkill>sehr gute Kommunikationseigenschaften</SoftSkill> gehören zu Ihren Kernkompetenzen."," Analytisches Denken, konzeptionelles Denken sowie sehr gute Kommunikationseigenschaften gehören zu Ihren Kernkompetenzen."," Analytisches Denken, konzeptionelles Denken sowie sehr gute Kommunikationseigenschaften gehören zu Ihren Kernkompetenzen.",0,OWA
221," Du beschreibst dich selbst als eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>positive Persönlichkeit</SoftSkill>, dann bist du bei uns richtig. ->"," Du beschreibst dich selbst als eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>positive Persönlichkeit</SoftSkill>, dann bist du bei uns richtig."," Du beschreibst dich selbst als eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>positive Persönlichkeit</SoftSkill>, dann bist du bei uns richtig."," Du beschreibst dich selbst als eine kommunikative Persönlichkeit, zuverlässige Persönlichkeit und positive Persönlichkeit, dann bist du bei uns richtig."," Du beschreibst dich selbst als eine kommunikative Persönlichkeit, zuverlässige Persönlichkeit und positive Persönlichkeit, dann bist du bei uns richtig.",0,MC
222," Ihr <SoftSkill>unter-nehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe. ->"," Ihr <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe."," Ihr <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>, Ihre <SoftSkill>Kommunikationskompetenz</SoftSkill>, Ihr <SoftSkill>Veränderungswille</SoftSkill> und Ihre <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> sind wichtige Voraussetzungen für diese Aufgabe."," Ihr unternehmerisches Denken und unternehmerisches Handeln, Ihre Kommunikationskompetenz, Ihr Veränderungswille und Ihre lösungsorientierte Arbeitsweise sind wichtige Voraussetzungen für diese Aufgabe."," Ihr unternehmerisches Denken und unternehmerisches Handeln, Ihre Kommunikationskompetenz, Ihr Veränderungswille und Ihre lösungsorientierte Arbeitsweise sind wichtige Voraussetzungen für diese Aufgabe.",0,OWA
223,•  <SoftSkill_C>Hohe Fach-</SoftSkill_C> und <SoftSkill>Sozialkompetenz</SoftSkill> ->,<SoftSkill>Hohe Fachkompetenz</SoftSkill> und <SoftSkill>Hohe Sozialkompetenz</SoftSkill>,<SoftSkill>Hohe Fachkompetenz</SoftSkill> und <SoftSkill>Hohe Sozialkompetenz</SoftSkill>,Hohe Fachkompetenz und Hohe Sozialkompetenz,Hohe Fachkompetenz und Hohe Sozialkompetenz,0,HOWA
224,Sie <SoftSkill>arbeiten je nach Aufgabe gerne selbständig</SoftSkill> als auch im <SoftSkill_C>Team</SoftSkill_C> und verfügen über ein <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>. ->,Sie <SoftSkill>arbeiten je nach Aufgabe gerne selbständig</SoftSkill> als auch im <SoftSkill>Team</SoftSkill> und verfügen über ein <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>.,Sie <SoftSkill>arbeiten je nach Aufgabe gerne selbständig</SoftSkill> als auch im <SoftSkill>Team</SoftSkill> und verfügen über ein <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>.,Sie arbeiten je nach Aufgabe gerne selbständig als auch im Team und verfügen über ein hohes Qualitätsbewusstsein.,Sie arbeiten je nach Aufgabe gerne selbständig als auch im Team und verfügen über ein hohes Qualitätsbewusstsein.,0,NONE
225," Bereitschaft für Tageseinsätze
Gute Deutschkenntnisse
<SoftSkill>Körperlich gesund</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill_C>Zuverlässige</SoftSkill_C>, <SoftSkill_C>schnelle</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill> ->"," Bereitschaft für Tageseinsätze
Gute Deutschkenntnisse
<SoftSkill>Körperlich gesund</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>schnelle Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>"," Bereitschaft für Tageseinsätze
Gute Deutschkenntnisse
<SoftSkill>Körperlich gesund</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>schnelle Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>"," Bereitschaft für Tageseinsätze Gute Deutschkenntnisse Körperlich gesund und belastbar Zuverlässige Arbeitsweise, schnelle Arbeitsweise und sorgfältige Arbeitsweise"," Bereitschaft für Tageseinsätze Gute Deutschkenntnisse Körperlich gesund und belastbar Zuverlässige Arbeitsweise, schnelle Arbeitsweise und sorgfältige Arbeitsweise",0,MC
226,Haben Sie sowohl <SoftSkill>Freude an der umfassenden Beratung</SoftSkill> und Betreuung von Privat- und Gewerbekunden als auch an <SoftSkill_C>Führungsaufgaben</SoftSkill_C>? ->,Haben Sie sowohl <SoftSkill>Freude an der umfassenden Beratung</SoftSkill> und Betreuung von Privat- und Gewerbekunden als auch <SoftSkill>Freude an Führungsaufgaben</SoftSkill>?,Haben Sie sowohl <SoftSkill>Freude an der umfassenden Beratung</SoftSkill> und Betreuung von Privat- und Gewerbekunden als auch an <SoftSkill>Freude an Führungsaufgaben</SoftSkill>?,Haben Sie sowohl Freude an der umfassenden Beratung und Betreuung von Privat- und Gewerbekunden als auch an Freude an Führungsaufgaben?,Haben Sie sowohl Freude an der umfassenden Beratung und Betreuung von Privat- und Gewerbekunden als auch Freude an Führungsaufgaben?,3,MWA
227," Sie sind ein <SoftSkill_C>unternehmerisch denkender</SoftSkill_C>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>leistungsorientierter Macher</SoftSkill>. ->"," Sie sind ein <SoftSkill>unternehmerisch denkender Macher</SoftSkill>, <SoftSkill>lösungsorientierter Macher</SoftSkill> und <SoftSkill>leistungsorientierter Macher</SoftSkill>."," Sie sind ein <SoftSkill>unternehmerisch denkender Macher</SoftSkill>, <SoftSkill>lösungsorientierter Macher</SoftSkill> und <SoftSkill>leistungsorientierter Macher</SoftSkill>."," Sie sind ein unternehmerisch denkender Macher, lösungsorientierter Macher und leistungsorientierter Macher."," Sie sind ein unternehmerisch denkender Macher, lösungsorientierter Macher und leistungsorientierter Macher.",0,HMC
228," Als <SoftSkill_C>kommunikationsstarke</SoftSkill_C> und <SoftSkill>pragmatische Persönlichkeit</SoftSkill> beweisen Sie eine
<SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>. ->",Als <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> und <SoftSkill>pragmatische Persönlichkeit</SoftSkill> beweisen Sie eine <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>.,Als <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> und <SoftSkill>pragmatische Persönlichkeit</SoftSkill> beweisen Sie eine <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>.,Als kommunikationsstarke Persönlichkeit und pragmatische Persönlichkeit beweisen Sie eine ausgeprägte Kundenorientierung.,Als kommunikationsstarke Persönlichkeit und pragmatische Persönlichkeit beweisen Sie eine ausgeprägte Kundenorientierung.,0,OWA
229," Sie sind eine <SoftSkill_C>initiative</SoftSkill_C> und <SoftSkill>kommunikative Person</SoftSkill>, die <SoftSkill>gern im Team an wissenschaftlichen Fragestellungen arbeitet</SoftSkill> und <SoftSkill>an deren Anwendung in der Praxis interessiert ist</SoftSkill>. ->"," Sie sind eine <SoftSkill>initiative Person</SoftSkill> und <SoftSkill>kommunikative Person</SoftSkill>, die <SoftSkill>gern im Team an wissenschaftlichen Fragestellungen arbeitet</SoftSkill> und <SoftSkill>an deren Anwendung in der Praxis interessiert ist</SoftSkill>."," Sie sind eine <SoftSkill>initiative Person</SoftSkill> und <SoftSkill>kommunikative Person</SoftSkill>, die <SoftSkill>gern im Team an wissenschaftlichen Fragestellungen arbeitet</SoftSkill> und <SoftSkill>an deren Anwendung in der Praxis interessiert ist</SoftSkill>."," Sie sind eine initiative Person und kommunikative Person, die gern im Team an wissenschaftlichen Fragestellungen arbeitet und an deren Anwendung in der Praxis interessiert ist."," Sie sind eine initiative Person und kommunikative Person, die gern im Team an wissenschaftlichen Fragestellungen arbeitet und an deren Anwendung in der Praxis interessiert ist.",0,OWA
230,•  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>speditive Arbeitsweise</SoftSkill> ->,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>speditive Arbeitsweise</SoftSkill>,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>speditive Arbeitsweise</SoftSkill>,Selbständige Arbeitsweise und speditive Arbeitsweise,Selbständige Arbeitsweise und speditive Arbeitsweise,0,OWA
231," Sie sind eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>. ->"," Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>aufgestellte Person</SoftSkill> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>."," Sie sind eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>aufgestellte Person</SoftSkill> und <SoftSkill>kontaktfreudige Person</SoftSkill>, welche <SoftSkill>sehr zuverlässig</SoftSkill> und <SoftSkill>flexibel ist</SoftSkill>."," Sie sind eine freundliche Person, aufgestellte Person und kontaktfreudige Person, welche sehr zuverlässig und flexibel ist."," Sie sind eine freundliche Person, aufgestellte Person und kontaktfreudige Person, welche sehr zuverlässig und flexibel ist.",0,MC
232," Ihre <SoftSkill_C>technischen</SoftSkill_C>, <SoftSkill_C>wirtschaftlichen</SoftSkill_C> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln. ->"," Ihre <SoftSkill>technischen Fähigkeiten</SoftSkill>, <SoftSkill>wirtschaftlichen Fähigkeiten</SoftSkill> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln."," Ihre <SoftSkill>technischen Fähigkeiten</SoftSkill>, <SoftSkill>wirtschaftlichen Fähigkeiten</SoftSkill> und <SoftSkill>sozialen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiter entwickeln."," Ihre technischen Fähigkeiten, wirtschaftlichen Fähigkeiten und sozialen Fähigkeiten können Sie in abwechslungsreichen Projekten weiter entwickeln."," Ihre technischen Fähigkeiten, wirtschaftlichen Fähigkeiten und sozialen Fähigkeiten können Sie in abwechslungsreichen Projekten weiter entwickeln.",0,MC
233,•  <SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill_C>Ordnung</SoftSkill_C> ->,<SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill>Sinn für Ordnung</SoftSkill>.,<SoftSkill>Sinn für Sauberkeit</SoftSkill> und <SoftSkill>Sinn für Ordnung</SoftSkill>.,Sinn für Sauberkeit und Sinn für Ordnung.,Sinn für Sauberkeit und Sinn für Ordnung.,0,MWA
234," Sie haben zudem
eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>aufbauende</SoftSkill_C> und <SoftSkill>wertschätzende Haltung</SoftSkill>. ->"," Sie haben zudem eine <SoftSkill>offene Haltung</SoftSkill>, <SoftSkill>aufbauende Haltung</SoftSkill> und <SoftSkill>wertschätzende Haltung</SoftSkill>."," Sie haben zudem eine <SoftSkill>offene Haltung</SoftSkill>, <SoftSkill>aufbauende Haltung</SoftSkill> und <SoftSkill>wertschätzende Haltung</SoftSkill>."," Sie haben zudem eine offene Haltung, aufbauende Haltung und wertschätzende Haltung."," Sie haben zudem eine offene Haltung, aufbauende Haltung und wertschätzende Haltung.",0,MC
235," •  <SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill_C>kundenorientiertes</SoftSkill_C> und
<SoftSkill>wirtschaftliches Denken</SoftSkill> ->",<SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>wirtschaftliches Denken</SoftSkill>,<SoftSkill>Kreativität</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>wirtschaftliches Denken</SoftSkill>,Kreativität sowie kundenorientiertes Denken und wirtschaftliches Denken,Kreativität sowie kundenorientiertes Denken und wirtschaftliches Denken,0,OWA
236,•  <SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill> ->,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill>,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>teamorientiertes Arbeiten</SoftSkill>,Selbständiges Arbeiten und teamorientiertes Arbeiten,Selbständiges Arbeiten und teamorientiertes Arbeiten,0,OWA
237," Zum Beruf gehören auch ein <SoftSkill_C>grosses
</SoftSkill_C><SoftSkill_C>Einfühlungs-</SoftSkill_C> und <SoftSkill>Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln
zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>. ->",Zum Beruf gehören auch ein <SoftSkill>grosses Einfühlungsvermögen</SoftSkill> und <SoftSkill>grosses Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>.,Zum Beruf gehören auch ein <SoftSkill>grosses Einfühlungsvermögen</SoftSkill> und <SoftSkill>Beobachtungsvermögen</SoftSkill> ebenso wie die <SoftSkill>Bereitschaft das eigene Handeln zu reflektieren</SoftSkill> und ein <SoftSkill>ausgeprägtes Verantwortungsbewusstsein</SoftSkill>.,Zum Beruf gehören auch ein grosses Einfühlungsvermögen und Beobachtungsvermögen ebenso wie die Bereitschaft das eigene Handeln zu reflektieren und ein ausgeprägtes Verantwortungsbewusstsein.,Zum Beruf gehören auch ein grosses Einfühlungsvermögen und grosses Beobachtungsvermögen ebenso wie die Bereitschaft das eigene Handeln zu reflektieren und ein ausgeprägtes Verantwortungsbewusstsein.,8,HOWA
238,Dank Ihrer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>. ->,Dank Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>.,Dank Ihrer <SoftSkill>strukturierten Arbeitsweise</SoftSkill> und <SoftSkill>gut dokumentierten Arbeitsweise</SoftSkill> <SoftSkill>verlieren Sie auch in hektischen Zeiten nie den Überblick</SoftSkill>.,Dank Ihrer strukturierten Arbeitsweise und gut dokumentierten Arbeitsweise verlieren Sie auch in hektischen Zeiten nie den Überblick.,Dank Ihrer strukturierten Arbeitsweise und gut dokumentierten Arbeitsweise verlieren Sie auch in hektischen Zeiten nie den Überblick.,0,OWA
239," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill_C>Mathematik</SoftSkill_C>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill> ->"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Interesse an Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>", Guter Sekundar- oder Bezirksschulabschluss Technisches Verständnis Interesse an Elektrotechnik und Mathematik Verständnis für abstrakte Zusammenhänge Gutes handwerkliches Geschick Viel Geduld und grosse Ausdauer, Guter Sekundar- oder Bezirksschulabschluss Technisches Verständnis Interesse an Elektrotechnik und Interesse an Mathematik Verständnis für abstrakte Zusammenhänge Gutes handwerkliches Geschick Viel Geduld und grosse Ausdauer,13,MWA
240," Du <SoftSkill_C>denkst</SoftSkill_C> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>. ->"," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>."," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>."," Du denkst kundenorientiert und handelst kundenorientiert, bist zudem eine starke Persönlichkeit, verfügst über eine schnelle Auffassungsgabe und ein hohes Verantwortungsbewusstsein."," Du denkst kundenorientiert und handelst kundenorientiert, bist zudem eine starke Persönlichkeit, verfügst über eine schnelle Auffassungsgabe und ein hohes Verantwortungsbewusstsein.",0,OWA
