,Unnamed: 0,input,output
2904,6601,"
Für unseren Pflegestab suchen wir per 1. Juni 2015 oder nach
Vereinbarung eine <SoftSkill_C>fachkompetente</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>engagierte
Persönlichkeit</SoftSkill> als

","
Für unseren Pflegestab suchen wir per 1. Juni 2015 oder nach
Vereinbarung eine <SoftSkill_C>fachkompetente</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>engagierte
Persönlichkeit</SoftSkill> als

"
27217,69501,"IHR PROFIL
Sie sind eine <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne in einem interdisziplinären Team</SoftSkill>.","IHR PROFIL
Sie sind eine <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne in einem interdisziplinären Team</SoftSkill>."
11973,27796,"•  <SoftSkill_C>Freude</SoftSkill_C>, <SoftSkill>Begabung</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team
zu leiten</SoftSkill>

	","•  <SoftSkill_C>Freude</SoftSkill_C>, <SoftSkill>Begabung</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team
zu leiten</SoftSkill>

	"
5746,12988,"Wichtig sind für uns zudem Ihre <SoftSkill_C>hohe Mitarbeiter-</SoftSkill_C> und <SoftSkill>Kundenorientierung</SoftSkill> sowie ihr <SoftSkill>sicheres Auftreten in einem kulturell, vielfältigen Umfeld</SoftSkill>.","Wichtig sind für uns zudem Ihre <SoftSkill_C>hohe Mitarbeiter-</SoftSkill_C> und <SoftSkill>Kundenorientierung</SoftSkill> sowie ihr <SoftSkill>sicheres Auftreten in einem kulturell, vielfältigen Umfeld</SoftSkill>."
21428,52642,Ihre <SoftSkill_C>technischen</SoftSkill_C> und <SoftSkill>menschlichen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiterentwickeln.,Ihre <SoftSkill_C>technischen</SoftSkill_C> und <SoftSkill>menschlichen Fähigkeiten</SoftSkill> können Sie in abwechslungsreichen Projekten weiterentwickeln.
127,296,"Nebst <SoftSkill>redaktionellem Geschick</SoftSkill>, einer <SoftSkill>raschen Auffassungsgabe</SoftSkill> und guten Informatikanwenderkenntnissen erwarten wir ein <SoftSkill>Organisationstalent</SoftSkill> und eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>effiziente</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>.","Nebst <SoftSkill>redaktionellem Geschick</SoftSkill>, einer <SoftSkill>raschen Auffassungsgabe</SoftSkill> und guten Informatikanwenderkenntnissen erwarten wir ein <SoftSkill>Organisationstalent</SoftSkill> und eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>effiziente</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>."
17941,43433,"Wenn Sie also ein <SoftSkill>Teamplayer</SoftSkill> sind und <SoftSkill>Freude an persönlichem Einsatz</SoftSkill> und <SoftSkill_C>Qualitätsarbeit</SoftSkill_C> zeigen, dann sind Sie bei uns richtig.","Wenn Sie also ein <SoftSkill>Teamplayer</SoftSkill> sind und <SoftSkill>Freude an persönlichem Einsatz</SoftSkill> und <SoftSkill_C>Qualitätsarbeit</SoftSkill_C> zeigen, dann sind Sie bei uns richtig."
15375,36469,Durch Ihr <SoftSkill_C>gutes</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten im persönlichen Kundenkontakt</SoftSkill> <SoftSkill>schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung</SoftSkill>.,Durch Ihr <SoftSkill_C>gutes</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten im persönlichen Kundenkontakt</SoftSkill> <SoftSkill>schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung</SoftSkill>.
20090,49157,"Für unsere Abteilung Gastroservice suchen wir für die Region Egerkingen - Oensingen – Balsthal eine jüngere, <SoftSkill_C>zielorientierte</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> als
Anlagebauer / Monteur

","Für unsere Abteilung Gastroservice suchen wir für die Region Egerkingen - Oensingen – Balsthal eine jüngere, <SoftSkill_C>zielorientierte</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> als
Anlagebauer / Monteur

"
873,2012,"Sie bringen die <SoftSkill>Freude am Kundenkontakt</SoftSkill> mit, überzeugen durch ein <SoftSkill>aktives Cross-Selling</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill>, <SoftSkill_C>flexibel</SoftSkill_C> und <SoftSkill_C>engagiert</SoftSkill_C>.","Sie bringen die <SoftSkill>Freude am Kundenkontakt</SoftSkill> mit, überzeugen durch ein <SoftSkill>aktives Cross-Selling</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill>, <SoftSkill_C>flexibel</SoftSkill_C> und <SoftSkill_C>engagiert</SoftSkill_C>."
23438,58312,"Wünschenswert sind ausserdem <SoftSkill>Projektleitungsfähigkeiten</SoftSkill>, Kenntnisse von IATF16949 sowie eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> und ein <SoftSkill>sicheres Auftreten</SoftSkill>.","Wünschenswert sind ausserdem <SoftSkill>Projektleitungsfähigkeiten</SoftSkill>, Kenntnisse von IATF16949 sowie eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> und ein <SoftSkill>sicheres Auftreten</SoftSkill>."
4347,9880,"Wir suchen eine <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> mit Betriebswirtschaftsstudium, bevorzugt mit Schwerpunkt Controlling.","Wir suchen eine <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> mit Betriebswirtschaftsstudium, bevorzugt mit Schwerpunkt Controlling."
6682,15053,"Als <SoftSkill_C>analytisch</SoftSkill_C> <SoftSkill_C>orientierte</SoftSkill_C>, <SoftSkill>kreative Persönlichkeit</SoftSkill> <SoftSkill>haben Sie Spass an neuen Herausforderungen</SoftSkill>, sind <SoftSkill>kontaktfreudig</SoftSkill>, <SoftSkill>engagiert</SoftSkill> und <SoftSkill>belastbar</SoftSkill>.","Als <SoftSkill_C>analytisch</SoftSkill_C> <SoftSkill_C>orientierte</SoftSkill_C>, <SoftSkill>kreative Persönlichkeit</SoftSkill> <SoftSkill>haben Sie Spass an neuen Herausforderungen</SoftSkill>, sind <SoftSkill>kontaktfreudig</SoftSkill>, <SoftSkill>engagiert</SoftSkill> und <SoftSkill>belastbar</SoftSkill>."
23834,59383,"
	Sie sind <SoftSkill>flexibel</SoftSkill> und <SoftSkill>teamfähig</SoftSkill> sowie eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>vertrauenswürdige</SoftSkill_C> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>.","
	Sie sind <SoftSkill>flexibel</SoftSkill> und <SoftSkill>teamfähig</SoftSkill> sowie eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>vertrauenswürdige</SoftSkill_C> und <SoftSkill>selbständig arbeitende Persönlichkeit</SoftSkill>."
12093,28050,"Eine <SoftSkill>hohe
Sozialkompetenz</SoftSkill> setzen wir voraus, wie auch <SoftSkill_C>systematisches</SoftSkill_C>, <SoftSkill_C>zielstrebiges</SoftSkill_C> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>.","Eine <SoftSkill>hohe
Sozialkompetenz</SoftSkill> setzen wir voraus, wie auch <SoftSkill_C>systematisches</SoftSkill_C>, <SoftSkill_C>zielstrebiges</SoftSkill_C> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>."
7567,17196,"<SoftSkill_C>Selbständiges</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>lösungsorientiertes Arbeiten</SoftSkill>
stellen für Sie genauso eine Selbstverständlichkeit dar wie Ihre <SoftSkill_C>Offenheit</SoftSkill_C> und <SoftSkill>Flexibilität gegenüber
immer wieder neuen Aufgabenstellungen und Herausforderungen</SoftSkill>.","<SoftSkill_C>Selbständiges</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>lösungsorientiertes Arbeiten</SoftSkill>
stellen für Sie genauso eine Selbstverständlichkeit dar wie Ihre <SoftSkill_C>Offenheit</SoftSkill_C> und <SoftSkill>Flexibilität gegenüber
immer wieder neuen Aufgabenstellungen und Herausforderungen</SoftSkill>."
4344,9875,"
Zögern Sie nicht
Wenn Sie <SoftSkill>teamfähig</SoftSkill> sind und eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
mitbringen, dann wollen wir Sie kennen lernen.","
Zögern Sie nicht
Wenn Sie <SoftSkill>teamfähig</SoftSkill> sind und eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
mitbringen, dann wollen wir Sie kennen lernen."
20458,50153,"Sekundarschulabschluss A, B oder gleichwertige Schulbildung
	<SoftSkill>Kontaktfreude</SoftSkill>
	<SoftSkill>Gute Umgangsformen</SoftSkill>
	<SoftSkill>Flair für das Beraten</SoftSkill> und <SoftSkill_C>Verkaufen</SoftSkill_C>
	<SoftSkill>Organisationstalent</SoftSkill>
	<SoftSkill>Manuelles Geschick</SoftSkill>
	Erfahrungen aus Berufserkundungstage oder Schnuppertage (Bewertungen beilegen)

","Sekundarschulabschluss A, B oder gleichwertige Schulbildung
	<SoftSkill>Kontaktfreude</SoftSkill>
	<SoftSkill>Gute Umgangsformen</SoftSkill>
	<SoftSkill>Flair für das Beraten</SoftSkill> und <SoftSkill_C>Verkaufen</SoftSkill_C>
	<SoftSkill>Organisationstalent</SoftSkill>
	<SoftSkill>Manuelles Geschick</SoftSkill>
	Erfahrungen aus Berufserkundungstage oder Schnuppertage (Bewertungen beilegen)

"
17259,41552,"Durch Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>konzeptionelle Denkweise</SoftSkill> <SoftSkill>fällt es Ihnen leicht, sich in komplexen Systemumgebungen zu bewegen</SoftSkill>.","Durch Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>konzeptionelle Denkweise</SoftSkill> <SoftSkill>fällt es Ihnen leicht, sich in komplexen Systemumgebungen zu bewegen</SoftSkill>."
4168,9447,"•  Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> wie auch <SoftSkill_C>teamorientiert</SoftSkill_C> und sind <SoftSkill>flexibel einsetzbar</SoftSkill>

	","•  Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> wie auch <SoftSkill_C>teamorientiert</SoftSkill_C> und sind <SoftSkill>flexibel einsetzbar</SoftSkill>

	"
20179,49404,"Erfolgreich abgeschlossene Berufsausbildung als Lüftungsanlagenbauer/in
	Mehrjährige Berufserfahrung auf diesem Gebiet sowie im Service-Bereich
	<SoftSkill_C>Kundenorientierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>flexible Persönlichkeit</SoftSkill> mit <SoftSkill>Bereitschaft für Pikett-Dienst

</SoftSkill>","Erfolgreich abgeschlossene Berufsausbildung als Lüftungsanlagenbauer/in
	Mehrjährige Berufserfahrung auf diesem Gebiet sowie im Service-Bereich
	<SoftSkill_C>Kundenorientierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>flexible Persönlichkeit</SoftSkill> mit <SoftSkill>Bereitschaft für Pikett-Dienst

</SoftSkill>"
9685,22194,"Ihre Markenzeichen sind ein <SoftSkill_C>überzeugendes</SoftSkill_C> und <SoftSkill>kundenorientiertes Auftreten</SoftSkill>, ein <SoftSkill>hoher Qualitätsanspruch</SoftSkill> sowie <SoftSkill>Termintreue</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>.","Ihre Markenzeichen sind ein <SoftSkill_C>überzeugendes</SoftSkill_C> und <SoftSkill>kundenorientiertes Auftreten</SoftSkill>, ein <SoftSkill>hoher Qualitätsanspruch</SoftSkill> sowie <SoftSkill>Termintreue</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>."
11816,27359,"Sie beherrschen die deutsche Sprache in Wort und Schrift und bezeichnen sich als <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>dienstleistungs-</SoftSkill_C> und <SoftSkill>teamorientierte Persönlichkeit</SoftSkill>.","Sie beherrschen die deutsche Sprache in Wort und Schrift und bezeichnen sich als <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>dienstleistungs-</SoftSkill_C> und <SoftSkill>teamorientierte Persönlichkeit</SoftSkill>."
19130,46643,"Als <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>innovative</SoftSkill_C> und <SoftSkill>integre Person</SoftSkill> leisten Sie auch einen wichtigen Beitrag zur Aus- und Weiterbildung Ihrer jüngeren Kolleginnen und Kollegen.","Als <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>innovative</SoftSkill_C> und <SoftSkill>integre Person</SoftSkill> leisten Sie auch einen wichtigen Beitrag zur Aus- und Weiterbildung Ihrer jüngeren Kolleginnen und Kollegen."
25114,63111,"
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C>
und <SoftSkill>soziale Kompetenzen</SoftSkill> aus.","
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C>
und <SoftSkill>soziale Kompetenzen</SoftSkill> aus."
9453,21651,"Für diese anspruchsvolle Ausbildung wenden wir uns an eine <SoftSkill_C>lernwillige</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill>.","Für diese anspruchsvolle Ausbildung wenden wir uns an eine <SoftSkill_C>lernwillige</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill>."
19186,46768,"Wir wünschen uns eine <SoftSkill_C>teamorientierte</SoftSkill_C> und <SoftSkill>authentische Mitarbeiterin</SoftSkill>, die unser Team ergänzt und über ein <SoftSkill>vernetztes Denken</SoftSkill> verfügt.","Wir wünschen uns eine <SoftSkill_C>teamorientierte</SoftSkill_C> und <SoftSkill>authentische Mitarbeiterin</SoftSkill>, die unser Team ergänzt und über ein <SoftSkill>vernetztes Denken</SoftSkill> verfügt."
7317,16612,Sie sind eine <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> und <SoftSkill>können sich mündlich sowie schriftlich gewandt ausdrücken</SoftSkill>.,Sie sind eine <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> und <SoftSkill>können sich mündlich sowie schriftlich gewandt ausdrücken</SoftSkill>.
16793,40297,"Abgeschlossene Obligatorische Schulzeit
	<SoftSkill>Interesse an naturwissenschaftlichen Zusammenhängen</SoftSkill> und an <SoftSkill_C>Gesundheitsfragen</SoftSkill_C>
	<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kontaktfreude</SoftSkill>
	<SoftSkill>Motivation</SoftSkill> und <SoftSkill>Ausdauer</SoftSkill>
	<SoftSkill>Freude am Kontakt mit Menschen</SoftSkill>

","Abgeschlossene Obligatorische Schulzeit
	<SoftSkill>Interesse an naturwissenschaftlichen Zusammenhängen</SoftSkill> und an <SoftSkill_C>Gesundheitsfragen</SoftSkill_C>
	<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kontaktfreude</SoftSkill>
	<SoftSkill>Motivation</SoftSkill> und <SoftSkill>Ausdauer</SoftSkill>
	<SoftSkill>Freude am Kontakt mit Menschen</SoftSkill>

"
17089,41061,"Grundausbildung
	Interesse an Oper/Ballett/Konzert
	sicherer Umgang mit gängigen Computerprogrammen
	<SoftSkill_C>strukturierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill>
	<SoftSkill>Affinität zur Kommunikation</SoftSkill>
	sehr gute Deutsch- und Englischkenntnisse

","Grundausbildung
	Interesse an Oper/Ballett/Konzert
	sicherer Umgang mit gängigen Computerprogrammen
	<SoftSkill_C>strukturierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill>
	<SoftSkill>Affinität zur Kommunikation</SoftSkill>
	sehr gute Deutsch- und Englischkenntnisse

"
12988,30219,"Die <SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Motivation, sich in der Unterrichts- und Schulentwicklung zu engagieren</SoftSkill> und eine <SoftSkill>positive Einstellung beruflichen Veränderungen gegenüber</SoftSkill>.","Die <SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Motivation, sich in der Unterrichts- und Schulentwicklung zu engagieren</SoftSkill> und eine <SoftSkill>positive Einstellung beruflichen Veränderungen gegenüber</SoftSkill>."
1182,2669,"Unser Team freut sich auf eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.","Unser Team freut sich auf eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>."
1710,3905,"
.Wir bieten einer <SoftSkill_C>engagierten</SoftSkill_C> und <SoftSkill>verantwortungsbewussten Persönlichkeit</SoftSkill> eine interessante Tätigkeit mit modernster Technologie, in einem anspruchsvollen, dynamischen Umfeld.","
.Wir bieten einer <SoftSkill_C>engagierten</SoftSkill_C> und <SoftSkill>verantwortungsbewussten Persönlichkeit</SoftSkill> eine interessante Tätigkeit mit modernster Technologie, in einem anspruchsvollen, dynamischen Umfeld."
4058,9160,"Abgeschlossene Grundausbildung Fachmann/Fachfrau Betriebsunterhalt
	<SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill>
	Ausgezeichnete mündliche und schriftliche Deutschkenntnisse
	Gute IT-Anwenderkenntnisse
	Fahrzeugausweis Kat.","Abgeschlossene Grundausbildung Fachmann/Fachfrau Betriebsunterhalt
	<SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill>
	Ausgezeichnete mündliche und schriftliche Deutschkenntnisse
	Gute IT-Anwenderkenntnisse
	Fahrzeugausweis Kat."
18112,43944,"Für unser Competence Center BI innerhalb der Abteilung BI Solutions suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>durchsetzungsstarke</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill> als
Fachspezialist/in BI

","Für unser Competence Center BI innerhalb der Abteilung BI Solutions suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>durchsetzungsstarke</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill> als
Fachspezialist/in BI

"
1450,3309,"Wenn Sie zudem <SoftSkill>belastbar</SoftSkill> sind, <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>effizient</SoftSkill_C> und <SoftSkill>sorgfältig arbeiten</SoftSkill> sowie zwei Amtssprachen beherrschen, freuen wir uns auf Ihre Bewerbung.","Wenn Sie zudem <SoftSkill>belastbar</SoftSkill> sind, <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>effizient</SoftSkill_C> und <SoftSkill>sorgfältig arbeiten</SoftSkill> sowie zwei Amtssprachen beherrschen, freuen wir uns auf Ihre Bewerbung."
17105,41098,"Sie bringenausgeprägte Fachkenntnisse im Anlagegeschäft sowie <SoftSkill>Interesse an regulatorischen Themen</SoftSkill> mit und zeichnen sich durch Ihre <SoftSkill_C>konzeptionelle</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>genaue Arbeitsweise</SoftSkill> aus.","Sie bringenausgeprägte Fachkenntnisse im Anlagegeschäft sowie <SoftSkill>Interesse an regulatorischen Themen</SoftSkill> mit und zeichnen sich durch Ihre <SoftSkill_C>konzeptionelle</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>genaue Arbeitsweise</SoftSkill> aus."
14992,35502,"•  <SoftSkill_C>Offene</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>gewinnende Persönlichkeit</SoftSkill>
Haben wir Ihr Interesse geweckt?","•  <SoftSkill_C>Offene</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>gewinnende Persönlichkeit</SoftSkill>
Haben wir Ihr Interesse geweckt?"
12282,28526,"Wir wenden uns an eine <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>gepflegte Persönlichkeit</SoftSkill> mit abgeschlossener Ausbildung und Erfahrung im Service, <SoftSkill>guten Umgangsformen</SoftSkill> und einer <SoftSkill>speditiven Arbeitsweise</SoftSkill>.","Wir wenden uns an eine <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>gepflegte Persönlichkeit</SoftSkill> mit abgeschlossener Ausbildung und Erfahrung im Service, <SoftSkill>guten Umgangsformen</SoftSkill> und einer <SoftSkill>speditiven Arbeitsweise</SoftSkill>."
20972,51463,"Sie sind es gewohnt, <SoftSkill_C>selbständig</SoftSkill_C>, <SoftSkill_C>wirkungsorientiert</SoftSkill_C>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>strukturiert zu arbeiten</SoftSkill>.","Sie sind es gewohnt, <SoftSkill_C>selbständig</SoftSkill_C>, <SoftSkill_C>wirkungsorientiert</SoftSkill_C>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>strukturiert zu arbeiten</SoftSkill>."
25109,63106,"
Im Bereich Pflege, für unsere Geriatrie-Abteilung in Baden, suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>fachkompetente</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>engagierte Persönlichkeit</SoftSkill> als Fachperson
Gesundheit (EFZ).","
Im Bereich Pflege, für unsere Geriatrie-Abteilung in Baden, suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>fachkompetente</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>engagierte Persönlichkeit</SoftSkill> als Fachperson
Gesundheit (EFZ)."
2041,4654,"
Sie beherrschen die Deutsche Sprache, haben einen Emailaccount und <SoftSkill>bevorzugen flexible Arbeitszeiten</SoftSkill> und <SoftSkill_C>Abwechslung 
bei der Arbeit</SoftSkill_C>?","
Sie beherrschen die Deutsche Sprache, haben einen Emailaccount und <SoftSkill>bevorzugen flexible Arbeitszeiten</SoftSkill> und <SoftSkill_C>Abwechslung 
bei der Arbeit</SoftSkill_C>?"
14032,32927,"Sie sind eine <SoftSkill_C>ausgeglichene</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Konfliktbereitschaft</SoftSkill> und der <SoftSkill>Fähigkeit zur Auseinandersetzung mit kontroversen Standpunkten</SoftSkill>.","Sie sind eine <SoftSkill_C>ausgeglichene</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Konfliktbereitschaft</SoftSkill> und der <SoftSkill>Fähigkeit zur Auseinandersetzung mit kontroversen Standpunkten</SoftSkill>."
16849,40418,"Dipl. Fachperson Wohngruppe (80 – 100 %)
Als <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> begleiten Sie unsere Bewohnerinnen und Bewohner im Wohnalltag.","Dipl. Fachperson Wohngruppe (80 – 100 %)
Als <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> begleiten Sie unsere Bewohnerinnen und Bewohner im Wohnalltag."
18464,44910,"
Diese Position eignet sich für eine <SoftSkill_C>teamorientierte</SoftSkill_C> und <SoftSkill>aufgeschlossene Persönlichkeit</SoftSkill> mit fundiertem Ausbildungs- und Erfahrungshintergrund in Richtung Betriebswirtschaft/Supply Chain Management/Logistik.","
Diese Position eignet sich für eine <SoftSkill_C>teamorientierte</SoftSkill_C> und <SoftSkill>aufgeschlossene Persönlichkeit</SoftSkill> mit fundiertem Ausbildungs- und Erfahrungshintergrund in Richtung Betriebswirtschaft/Supply Chain Management/Logistik."
1569,3556,"Als eine <SoftSkill_C>kontaktfreudige</SoftSkill_C>, <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>ehrliche Person</SoftSkill> sind Sie bei uns genau richtig!","Als eine <SoftSkill_C>kontaktfreudige</SoftSkill_C>, <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>ehrliche Person</SoftSkill> sind Sie bei uns genau richtig!"
23135,57463,"
Sie <SoftSkill>begreifen Führung als Vorbildfunktion</SoftSkill> und haben das <SoftSkill>Talent, die Menschen in Ihrer Umgebung zu begeistern</SoftSkill> und <SoftSkill_C>Teams über sich hinauswachsen zu lassen</SoftSkill_C>?","
Sie <SoftSkill>begreifen Führung als Vorbildfunktion</SoftSkill> und haben das <SoftSkill>Talent, die Menschen in Ihrer Umgebung zu begeistern</SoftSkill> und <SoftSkill_C>Teams über sich hinauswachsen zu lassen</SoftSkill_C>?"
10309,23686,Zur Ergänzung des Finanzteams in Allschwil suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als Mitarbeiter/in Finanzen 20%.,Zur Ergänzung des Finanzteams in Allschwil suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als Mitarbeiter/in Finanzen 20%.
20471,50196,"Sie haben eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Kommunikationskompetenz</SoftSkill>, <SoftSkill>begrüssen die Zusammenarbeit in einem Team</SoftSkill> und sind bereit, einen grossen Beitrag zum Gelingen unseres Dienstleistungsbetriebs zu leisten.","Sie haben eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Kommunikationskompetenz</SoftSkill>, <SoftSkill>begrüssen die Zusammenarbeit in einem Team</SoftSkill> und sind bereit, einen grossen Beitrag zum Gelingen unseres Dienstleistungsbetriebs zu leisten."
